fire_start_date,start_time,fire_end_date,end_time,address,damage_area,latitude,longitude,elevation,slope,aspect,start_datetime,end_datetime,t2m_1,rh2m_1,ws2m_1,ws10m_1,wd2m_1,wd10m_1,prectotcorr_1,ps_1,allsky_sfc_sw_dwn_1,t2m_2,rh2m_2,ws2m_2,ws10m_2,wd2m_2,wd10m_2,prectotcorr_2,ps_2,allsky_sfc_sw_dwn_2,t2m_3,rh2m_3,ws2m_3,ws10m_3,wd2m_3,wd10m_3,prectotcorr_3,ps_3,allsky_sfc_sw_dwn_3,t2m_4,rh2m_4,ws2m_4,ws10m_4,wd2m_4,wd10m_4,prectotcorr_4,ps_4,allsky_sfc_sw_dwn_4,t2m_5,rh2m_5,ws2m_5,ws10m_5,wd2m_5,wd10m_5,prectotcorr_5,ps_5,allsky_sfc_sw_dwn_5,t2m_6,rh2m_6,ws2m_6,ws10m_6,wd2m_6,wd10m_6,prectotcorr_6,ps_6,allsky_sfc_sw_dwn_6,t2m_7,rh2m_7,ws2m_7,ws10m_7,wd2m_7,wd10m_7,prectotcorr_7,ps_7,allsky_sfc_sw_dwn_7,t2m_8,rh2m_8,ws2m_8,ws10m_8,wd2m_8,wd10m_8,prectotcorr_8,ps_8,allsky_sfc_sw_dwn_8,t2m_9,rh2m_9,ws2m_9,ws10m_9,wd2m_9,wd10m_9,prectotcorr_9,ps_9,allsky_sfc_sw_dwn_9,t2m_10,rh2m_10,ws2m_10,ws10m_10,wd2m_10,wd10m_10,prectotcorr_10,ps_10,allsky_sfc_sw_dwn_10,t2m_11,rh2m_11,ws2m_11,ws10m_11,wd2m_11,wd10m_11,prectotcorr_11,ps_11,allsky_sfc_sw_dwn_11,t2m_12,rh2m_12,ws2m_12,ws10m_12,wd2m_12,wd10m_12,prectotcorr_12,ps_12,allsky_sfc_sw_dwn_12,t2m_13,rh2m_13,ws2m_13,ws10m_13,wd2m_13,wd10m_13,prectotcorr_13,ps_13,allsky_sfc_sw_dwn_13,t2m_14,rh2m_14,ws2m_14,ws10m_14,wd2m_14,wd10m_14,prectotcorr_14,ps_14,allsky_sfc_sw_dwn_14,t2m_15,rh2m_15,ws2m_15,ws10m_15,wd2m_15,wd10m_15,prectotcorr_15,ps_15,allsky_sfc_sw_dwn_15,t2m_16,rh2m_16,ws2m_16,ws10m_16,wd2m_16,wd10m_16,prectotcorr_16,ps_16,allsky_sfc_sw_dwn_16,t2m_17,rh2m_17,ws2m_17,ws10m_17,wd2m_17,wd10m_17,prectotcorr_17,ps_17,allsky_sfc_sw_dwn_17,t2m_18,rh2m_18,ws2m_18,ws10m_18,wd2m_18,wd10m_18,prectotcorr_18,ps_18,allsky_sfc_sw_dwn_18,t2m_19,rh2m_19,ws2m_19,ws10m_19,wd2m_19,wd10m_19,prectotcorr_19,ps_19,allsky_sfc_sw_dwn_19,t2m_20,rh2m_20,ws2m_20,ws10m_20,wd2m_20,wd10m_20,prectotcorr_20,ps_20,allsky_sfc_sw_dwn_20,t2m_21,rh2m_21,ws2m_21,ws10m_21,wd2m_21,wd10m_21,prectotcorr_21,ps_21,allsky_sfc_sw_dwn_21,t2m_22,rh2m_22,ws2m_22,ws10m_22,wd2m_22,wd10m_22,prectotcorr_22,ps_22,allsky_sfc_sw_dwn_22,t2m_23,rh2m_23,ws2m_23,ws10m_23,wd2m_23,wd10m_23,prectotcorr_23,ps_23,allsky_sfc_sw_dwn_23,t2m_24,rh2m_24,ws2m_24,ws10m_24,wd2m_24,wd10m_24,prectotcorr_24,ps_24,allsky_sfc_sw_dwn_24,t2m_25,rh2m_25,ws2m_25,ws10m_25,wd2m_25,wd10m_25,prectotcorr_25,ps_25,allsky_sfc_sw_dwn_25,t2m_26,rh2m_26,ws2m_26,ws10m_26,wd2m_26,wd10m_26,prectotcorr_26,ps_26,allsky_sfc_sw_dwn_26,t2m_27,rh2m_27,ws2m_27,ws10m_27,wd2m_27,wd10m_27,prectotcorr_27,ps_27,allsky_sfc_sw_dwn_27,t2m_28,rh2m_28,ws2m_28,ws10m_28,wd2m_28,wd10m_28,prectotcorr_28,ps_28,allsky_sfc_sw_dwn_28,t2m_29,rh2m_29,ws2m_29,ws10m_29,wd2m_29,wd10m_29,prectotcorr_29,ps_29,allsky_sfc_sw_dwn_29,t2m_30,rh2m_30,ws2m_30,ws10m_30,wd2m_30,wd10m_30,prectotcorr_30,ps_30,allsky_sfc_sw_dwn_30,t2m_31,rh2m_31,ws2m_31,ws10m_31,wd2m_31,wd10m_31,prectotcorr_31,ps_31,allsky_sfc_sw_dwn_31,t2m_32,rh2m_32,ws2m_32,ws10m_32,wd2m_32,wd10m_32,prectotcorr_32,ps_32,allsky_sfc_sw_dwn_32,t2m_33,rh2m_33,ws2m_33,ws10m_33,wd2m_33,wd10m_33,prectotcorr_33,ps_33,allsky_sfc_sw_dwn_33,t2m_34,rh2m_34,ws2m_34,ws10m_34,wd2m_34,wd10m_34,prectotcorr_34,ps_34,allsky_sfc_sw_dwn_34,t2m_35,rh2m_35,ws2m_35,ws10m_35,wd2m_35,wd10m_35,prectotcorr_35,ps_35,allsky_sfc_sw_dwn_35,t2m_36,rh2m_36,ws2m_36,ws10m_36,wd2m_36,wd10m_36,prectotcorr_36,ps_36,allsky_sfc_sw_dwn_36,t2m_37,rh2m_37,ws2m_37,ws10m_37,wd2m_37,wd10m_37,prectotcorr_37,ps_37,allsky_sfc_sw_dwn_37,t2m_38,rh2m_38,ws2m_38,ws10m_38,wd2m_38,wd10m_38,prectotcorr_38,ps_38,allsky_sfc_sw_dwn_38,t2m_39,rh2m_39,ws2m_39,ws10m_39,wd2m_39,wd10m_39,prectotcorr_39,ps_39,allsky_sfc_sw_dwn_39,t2m_40,rh2m_40,ws2m_40,ws10m_40,wd2m_40,wd10m_40,prectotcorr_40,ps_40,allsky_sfc_sw_dwn_40,t2m_41,rh2m_41,ws2m_41,ws10m_41,wd2m_41,wd10m_41,prectotcorr_41,ps_41,allsky_sfc_sw_dwn_41,t2m_42,rh2m_42,ws2m_42,ws10m_42,wd2m_42,wd10m_42,prectotcorr_42,ps_42,allsky_sfc_sw_dwn_42,t2m_43,rh2m_43,ws2m_43,ws10m_43,wd2m_43,wd10m_43,prectotcorr_43,ps_43,allsky_sfc_sw_dwn_43,t2m_44,rh2m_44,ws2m_44,ws10m_44,wd2m_44,wd10m_44,prectotcorr_44,ps_44,allsky_sfc_sw_dwn_44,t2m_45,rh2m_45,ws2m_45,ws10m_45,wd2m_45,wd10m_45,prectotcorr_45,ps_45,allsky_sfc_sw_dwn_45,t2m_46,rh2m_46,ws2m_46,ws10m_46,wd2m_46,wd10m_46,prectotcorr_46,ps_46,allsky_sfc_sw_dwn_46,t2m_47,rh2m_47,ws2m_47,ws10m_47,wd2m_47,wd10m_47,prectotcorr_47,ps_47,allsky_sfc_sw_dwn_47,t2m_48,rh2m_48,ws2m_48,ws10m_48,wd2m_48,wd10m_48,prectotcorr_48,ps_48,allsky_sfc_sw_dwn_48,t2m_49,rh2m_49,ws2m_49,ws10m_49,wd2m_49,wd10m_49,prectotcorr_49,ps_49,allsky_sfc_sw_dwn_49,t2m_50,rh2m_50,ws2m_50,ws10m_50,wd2m_50,wd10m_50,prectotcorr_50,ps_50,allsky_sfc_sw_dwn_50,t2m_51,rh2m_51,ws2m_51,ws10m_51,wd2m_51,wd10m_51,prectotcorr_51,ps_51,allsky_sfc_sw_dwn_51,t2m_52,rh2m_52,ws2m_52,ws10m_52,wd2m_52,wd10m_52,prectotcorr_52,ps_52,allsky_sfc_sw_dwn_52,t2m_53,rh2m_53,ws2m_53,ws10m_53,wd2m_53,wd10m_53,prectotcorr_53,ps_53,allsky_sfc_sw_dwn_53,t2m_54,rh2m_54,ws2m_54,ws10m_54,wd2m_54,wd10m_54,prectotcorr_54,ps_54,allsky_sfc_sw_dwn_54,t2m_55,rh2m_55,ws2m_55,ws10m_55,wd2m_55,wd10m_55,prectotcorr_55,ps_55,allsky_sfc_sw_dwn_55,t2m_56,rh2m_56,ws2m_56,ws10m_56,wd2m_56,wd10m_56,prectotcorr_56,ps_56,allsky_sfc_sw_dwn_56,t2m_57,rh2m_57,ws2m_57,ws10m_57,wd2m_57,wd10m_57,prectotcorr_57,ps_57,allsky_sfc_sw_dwn_57,t2m_58,rh2m_58,ws2m_58,ws10m_58,wd2m_58,wd10m_58,prectotcorr_58,ps_58,allsky_sfc_sw_dwn_58,t2m_59,rh2m_59,ws2m_59,ws10m_59,wd2m_59,wd10m_59,prectotcorr_59,ps_59,allsky_sfc_sw_dwn_59
2017-05-06,13:59:00,2017-05-06,14:36:00,강원도 고성군 간성읍,0.02,38.3783819019248,128.466855795807,23,3,180,2017-05-06 13:59:00,2017-05-06 14:36:00,17.83,39.28,10.98,13.54,254.0,254.0,0.0,100.52,844.83,17.93,39.17,11.72,14.47,258.1,258.2,0.0,100.48,778.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-06,11:42:00,2017-05-09,11:20:00,강원도 삼척시 도계읍,270.0,37.2364370242581,129.045174522503,240,3,270,2017-05-06 11:42:00,2017-05-09 11:20:00,17.49,24.71,5.0,7.39,266.2,265.7,0.0,95.03,830.33,18.6933333333333,22.8366666666666,6.62666666666666,10.0166666666666,266.933333333333,266.533333333333,0.0,94.91,777.053333333333,16.1733333333333,24.4466666666666,7.33666666666666,11.33,271.166666666666,270.766666666666,0.0,94.85,323.216666666666,10.7299999999999,42.0166666666666,5.02333333333333,8.09,271.833333333333,271.4,0.0,94.9466666666666,17.99,6.97333333333333,68.5866666666666,3.11666666666666,5.32333333333333,272.599999999999,272.099999999999,0.0,95.01,0.0,4.66,82.0266666666666,2.19,4.13,271.833333333333,271.266666666666,0.0,94.9733333333333,0.0,3.49333333333333,84.3,1.93333333333333,3.80333333333333,270.033333333333,269.8,0.0,94.95,3.89333333333333,8.88,60.0833333333333,3.15,4.84666666666666,258.966666666666,258.366666666666,0.0,94.9766666666666,320.983333333333,16.65,39.8233333333333,5.71666666666666,8.54333333333333,267.7,267.5,0.0,94.89,828.14,19.3766666666666,31.62,6.99333333333333,10.5533333333333,282.666666666666,282.433333333333,0.0,94.7366666666666,889.55,18.1766666666666,27.3566666666666,6.29333333333333,9.66666666666666,284.3,284.0,0.0,94.6533333333333,469.716666666666,12.0499999999999,39.7466666666666,3.80666666666666,6.38333333333333,279.9,279.233333333333,0.0,94.7133333333333,28.6166666666666,8.24333333333333,46.7133333333333,3.59,6.15666666666666,279.3,278.766666666666,0.0,94.82,0.0,6.43333333333333,54.43,3.11333333333333,5.57333333333333,278.099999999999,277.599999999999,0.0,94.85,0.0,5.87,63.6366666666666,2.59333333333333,4.94,276.166666666666,275.3,0.0,94.89,3.97666666666666,12.0133333333333,52.6166666666666,3.75666666666666,5.93,272.566666666666,271.4,0.0,94.94,308.483333333333,18.47,37.2533333333333,4.96,7.52,272.866666666666,272.433333333333,0.0,94.9166666666666,788.576666666666,20.5766666666666,35.5733333333333,4.78666666666666,7.22999999999999,275.366666666666,275.166666666666,0.0,94.87,717.0,18.92,43.91,3.38666666666666,5.35666666666666,273.2,273.0,0.0,94.8466666666666,232.316666666666,13.3633333333333,67.3999999999999,1.38,2.88666666666666,278.266666666666,277.5,0.0,94.8933333333333,14.9833333333333,11.4799999999999,69.96,1.20666666666666,2.77,286.7,285.366666666666,0.0,94.9833333333333,0.0,10.4933333333333,66.2599999999999,1.25333333333333,2.91666666666666,288.333333333333,287.833333333333,0.0,94.93,0.0,9.57666666666666,70.4966666666666,1.08333333333333,2.57666666666666,287.466666666666,287.099999999999,0.0,94.95,1.49,11.4333333333333,70.6866666666666,0.866666666666666,1.63333333333333,274.1,274.266666666666,3.26,95.0033333333333,106.803333333333,13.5949999999999,60.67,1.515,2.205,210.05,209.3,11.29,95.005,227.715,14.11,60.15,2.29,3.4,173.7,174.4,10.91,94.97,289.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-05,18:23:00,2017-05-05,20:30:00,강원도 홍천군 영귀미면,0.01,37.6780725461921,127.935063630646,161,1,0,2017-05-05 18:23:00,2017-05-05 20:30:00,19.28,58.67,4.91,7.36,268.6,268.5,0.01,95.97,0.0,16.39,70.81,3.72,5.71,270.5,270.4,0.02,96.01,0.0,14.78,80.18,3.29,5.04,265.6,265.6,0.01,96.04,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-05,15:04:00,2017-05-05,15:45:00,강원도 강릉시 왕산면,0.05,37.6726837387208,128.837804434963,147,1,232,2017-05-05 15:04:00,2017-05-05 15:45:00,23.71,46.2,4.17,5.91,234.2,234.2,0.0,94.93,553.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-05,14:50:00,2017-05-05,16:05:00,강원도 정선군 남면,0.1,37.2687852101249,128.740624296233,432,3,309,2017-05-05 14:50:00,2017-05-05 16:05:00,23.9,45.6,3.88,5.4,222.7,222.7,0.0,95.0,605.6,23.71,46.2,4.17,5.91,234.2,234.2,0.0,94.93,553.0,22.82,48.41,4.29,6.26,245.5,245.6,0.02,94.9,386.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-03,20:27:00,2017-05-03,23:50:00,강원도 영월군 상동읍,0.1,37.1269849168596,128.826799439002,514,18,131,2017-05-03 20:27:00,2017-05-03 23:50:00,12.73,74.27,1.41,3.07,169.4,170.6,0.0,95.65,0.0,11.235,75.555,1.455,3.165,187.45,187.95,0.0,95.67,0.0,10.24,75.98,1.43,3.3,206.6,206.4,0.0,95.65,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-03,17:19:00,2017-05-03,18:30:00,강원도 영월군 영월읍,0.01,37.1874352109429,128.466067893114,214,11,217,2017-05-03 17:19:00,2017-05-03 18:30:00,22.65,37.19,1.06,1.47,166.4,166.2,0.0,95.55,258.6,19.27,54.78,1.17,1.93,157.8,160.0,0.0,95.56,82.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-03,17:02:00,2017-05-03,19:00:00,강원도 홍천군 북방면,0.05,37.705563256545,127.853191045521,138,1,90,2017-05-03 17:02:00,2017-05-03 19:00:00,23.73,31.23,1.52,2.25,262.5,262.6,0.0,96.75,93.25,20.76,49.19,0.95,1.96,261.5,261.5,0.0,96.76,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-03,14:30:00,2017-05-03,19:30:00,강원도 영월군 상동읍,0.5,37.1269849168596,128.826799439002,514,18,131,2017-05-03 14:30:00,2017-05-03 19:30:00,24.59,29.31,0.6,0.7,183.8,184.1,0.0,95.6,804.22,23.5866666666666,32.9533333333333,0.846666666666666,1.10666666666666,171.7,170.766666666666,0.0,95.5433333333333,459.606666666666,19.27,54.78,1.17,1.93,157.8,160.0,0.0,95.56,82.97,14.89,66.4,1.42,2.8,162.3,163.4,0.0,95.6,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-03,11:17:00,2017-05-03,17:00:00,강원도 홍천군 북방면,0.3,37.705563256545,127.853191045521,138,1,90,2017-05-03 11:17:00,2017-05-03 17:00:00,24.05,28.39,1.5,1.9,226.6,226.3,0.0,97.0,949.4,25.2333333333333,27.6233333333333,1.61333333333333,2.06666666666666,242.7,242.433333333333,0.0,96.88,798.473333333333,25.36,27.38,1.83,2.4,257.4,257.5,0.0,96.78,476.08,24.8,27.72,1.83,2.49,261.2,261.0,0.0,96.76,269.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-02,15:01:00,2017-05-02,15:33:00,강원도 고성군 거진읍,0.05,38.4361391562227,128.452553768285,3,2,147,2017-05-02 15:01:00,2017-05-02 15:33:00,15.95,72.85,4.09,5.09,138.0,137.9,0.0,101.8,589.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-02,14:54:00,2017-05-02,20:00:00,강원도 홍천군 내촌면,0.3,37.8163476368407,128.086739600183,216,8,180,2017-05-02 14:54:00,2017-05-02 20:00:00,22.88,36.12,0.79,0.97,257.6,261.1,0.0,96.26,700.85,22.0433333333333,40.12,0.753333333333333,1.06,278.733333333333,283.933333333333,0.0,96.2266666666666,363.736666666666,19.82,49.54,0.45,0.71,290.9,291.5,0.0,96.24,67.62,18.67,43.97,0.36,0.48,300.1,300.3,0.0,96.27,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
