fire_start_date,start_time,fire_end_date,end_time,address,damage_area,latitude,longitude,elevation,slope,aspect,start_datetime,end_datetime,t2m_1,rh2m_1,ws2m_1,ws10m_1,wd2m_1,wd10m_1,prectotcorr_1,ps_1,allsky_sfc_sw_dwn_1,t2m_2,rh2m_2,ws2m_2,ws10m_2,wd2m_2,wd10m_2,prectotcorr_2,ps_2,allsky_sfc_sw_dwn_2,t2m_3,rh2m_3,ws2m_3,ws10m_3,wd2m_3,wd10m_3,prectotcorr_3,ps_3,allsky_sfc_sw_dwn_3,t2m_4,rh2m_4,ws2m_4,ws10m_4,wd2m_4,wd10m_4,prectotcorr_4,ps_4,allsky_sfc_sw_dwn_4,t2m_5,rh2m_5,ws2m_5,ws10m_5,wd2m_5,wd10m_5,prectotcorr_5,ps_5,allsky_sfc_sw_dwn_5,t2m_6,rh2m_6,ws2m_6,ws10m_6,wd2m_6,wd10m_6,prectotcorr_6,ps_6,allsky_sfc_sw_dwn_6,t2m_7,rh2m_7,ws2m_7,ws10m_7,wd2m_7,wd10m_7,prectotcorr_7,ps_7,allsky_sfc_sw_dwn_7,t2m_8,rh2m_8,ws2m_8,ws10m_8,wd2m_8,wd10m_8,prectotcorr_8,ps_8,allsky_sfc_sw_dwn_8,t2m_9,rh2m_9,ws2m_9,ws10m_9,wd2m_9,wd10m_9,prectotcorr_9,ps_9,allsky_sfc_sw_dwn_9,t2m_10,rh2m_10,ws2m_10,ws10m_10,wd2m_10,wd10m_10,prectotcorr_10,ps_10,allsky_sfc_sw_dwn_10,t2m_11,rh2m_11,ws2m_11,ws10m_11,wd2m_11,wd10m_11,prectotcorr_11,ps_11,allsky_sfc_sw_dwn_11,t2m_12,rh2m_12,ws2m_12,ws10m_12,wd2m_12,wd10m_12,prectotcorr_12,ps_12,allsky_sfc_sw_dwn_12,t2m_13,rh2m_13,ws2m_13,ws10m_13,wd2m_13,wd10m_13,prectotcorr_13,ps_13,allsky_sfc_sw_dwn_13,t2m_14,rh2m_14,ws2m_14,ws10m_14,wd2m_14,wd10m_14,prectotcorr_14,ps_14,allsky_sfc_sw_dwn_14,t2m_15,rh2m_15,ws2m_15,ws10m_15,wd2m_15,wd10m_15,prectotcorr_15,ps_15,allsky_sfc_sw_dwn_15,t2m_16,rh2m_16,ws2m_16,ws10m_16,wd2m_16,wd10m_16,prectotcorr_16,ps_16,allsky_sfc_sw_dwn_16,t2m_17,rh2m_17,ws2m_17,ws10m_17,wd2m_17,wd10m_17,prectotcorr_17,ps_17,allsky_sfc_sw_dwn_17,t2m_18,rh2m_18,ws2m_18,ws10m_18,wd2m_18,wd10m_18,prectotcorr_18,ps_18,allsky_sfc_sw_dwn_18,t2m_19,rh2m_19,ws2m_19,ws10m_19,wd2m_19,wd10m_19,prectotcorr_19,ps_19,allsky_sfc_sw_dwn_19,t2m_20,rh2m_20,ws2m_20,ws10m_20,wd2m_20,wd10m_20,prectotcorr_20,ps_20,allsky_sfc_sw_dwn_20,t2m_21,rh2m_21,ws2m_21,ws10m_21,wd2m_21,wd10m_21,prectotcorr_21,ps_21,allsky_sfc_sw_dwn_21,t2m_22,rh2m_22,ws2m_22,ws10m_22,wd2m_22,wd10m_22,prectotcorr_22,ps_22,allsky_sfc_sw_dwn_22,t2m_23,rh2m_23,ws2m_23,ws10m_23,wd2m_23,wd10m_23,prectotcorr_23,ps_23,allsky_sfc_sw_dwn_23,t2m_24,rh2m_24,ws2m_24,ws10m_24,wd2m_24,wd10m_24,prectotcorr_24,ps_24,allsky_sfc_sw_dwn_24,t2m_25,rh2m_25,ws2m_25,ws10m_25,wd2m_25,wd10m_25,prectotcorr_25,ps_25,allsky_sfc_sw_dwn_25,t2m_26,rh2m_26,ws2m_26,ws10m_26,wd2m_26,wd10m_26,prectotcorr_26,ps_26,allsky_sfc_sw_dwn_26,t2m_27,rh2m_27,ws2m_27,ws10m_27,wd2m_27,wd10m_27,prectotcorr_27,ps_27,allsky_sfc_sw_dwn_27,t2m_28,rh2m_28,ws2m_28,ws10m_28,wd2m_28,wd10m_28,prectotcorr_28,ps_28,allsky_sfc_sw_dwn_28,t2m_29,rh2m_29,ws2m_29,ws10m_29,wd2m_29,wd10m_29,prectotcorr_29,ps_29,allsky_sfc_sw_dwn_29,t2m_30,rh2m_30,ws2m_30,ws10m_30,wd2m_30,wd10m_30,prectotcorr_30,ps_30,allsky_sfc_sw_dwn_30,t2m_31,rh2m_31,ws2m_31,ws10m_31,wd2m_31,wd10m_31,prectotcorr_31,ps_31,allsky_sfc_sw_dwn_31,t2m_32,rh2m_32,ws2m_32,ws10m_32,wd2m_32,wd10m_32,prectotcorr_32,ps_32,allsky_sfc_sw_dwn_32,t2m_33,rh2m_33,ws2m_33,ws10m_33,wd2m_33,wd10m_33,prectotcorr_33,ps_33,allsky_sfc_sw_dwn_33,t2m_34,rh2m_34,ws2m_34,ws10m_34,wd2m_34,wd10m_34,prectotcorr_34,ps_34,allsky_sfc_sw_dwn_34,t2m_35,rh2m_35,ws2m_35,ws10m_35,wd2m_35,wd10m_35,prectotcorr_35,ps_35,allsky_sfc_sw_dwn_35,t2m_36,rh2m_36,ws2m_36,ws10m_36,wd2m_36,wd10m_36,prectotcorr_36,ps_36,allsky_sfc_sw_dwn_36,t2m_37,rh2m_37,ws2m_37,ws10m_37,wd2m_37,wd10m_37,prectotcorr_37,ps_37,allsky_sfc_sw_dwn_37,t2m_38,rh2m_38,ws2m_38,ws10m_38,wd2m_38,wd10m_38,prectotcorr_38,ps_38,allsky_sfc_sw_dwn_38,t2m_39,rh2m_39,ws2m_39,ws10m_39,wd2m_39,wd10m_39,prectotcorr_39,ps_39,allsky_sfc_sw_dwn_39,t2m_40,rh2m_40,ws2m_40,ws10m_40,wd2m_40,wd10m_40,prectotcorr_40,ps_40,allsky_sfc_sw_dwn_40,t2m_41,rh2m_41,ws2m_41,ws10m_41,wd2m_41,wd10m_41,prectotcorr_41,ps_41,allsky_sfc_sw_dwn_41,t2m_42,rh2m_42,ws2m_42,ws10m_42,wd2m_42,wd10m_42,prectotcorr_42,ps_42,allsky_sfc_sw_dwn_42,t2m_43,rh2m_43,ws2m_43,ws10m_43,wd2m_43,wd10m_43,prectotcorr_43,ps_43,allsky_sfc_sw_dwn_43,t2m_44,rh2m_44,ws2m_44,ws10m_44,wd2m_44,wd10m_44,prectotcorr_44,ps_44,allsky_sfc_sw_dwn_44,t2m_45,rh2m_45,ws2m_45,ws10m_45,wd2m_45,wd10m_45,prectotcorr_45,ps_45,allsky_sfc_sw_dwn_45,t2m_46,rh2m_46,ws2m_46,ws10m_46,wd2m_46,wd10m_46,prectotcorr_46,ps_46,allsky_sfc_sw_dwn_46,t2m_47,rh2m_47,ws2m_47,ws10m_47,wd2m_47,wd10m_47,prectotcorr_47,ps_47,allsky_sfc_sw_dwn_47,t2m_48,rh2m_48,ws2m_48,ws10m_48,wd2m_48,wd10m_48,prectotcorr_48,ps_48,allsky_sfc_sw_dwn_48,t2m_49,rh2m_49,ws2m_49,ws10m_49,wd2m_49,wd10m_49,prectotcorr_49,ps_49,allsky_sfc_sw_dwn_49,t2m_50,rh2m_50,ws2m_50,ws10m_50,wd2m_50,wd10m_50,prectotcorr_50,ps_50,allsky_sfc_sw_dwn_50,t2m_51,rh2m_51,ws2m_51,ws10m_51,wd2m_51,wd10m_51,prectotcorr_51,ps_51,allsky_sfc_sw_dwn_51,t2m_52,rh2m_52,ws2m_52,ws10m_52,wd2m_52,wd10m_52,prectotcorr_52,ps_52,allsky_sfc_sw_dwn_52,t2m_53,rh2m_53,ws2m_53,ws10m_53,wd2m_53,wd10m_53,prectotcorr_53,ps_53,allsky_sfc_sw_dwn_53,t2m_54,rh2m_54,ws2m_54,ws10m_54,wd2m_54,wd10m_54,prectotcorr_54,ps_54,allsky_sfc_sw_dwn_54,t2m_55,rh2m_55,ws2m_55,ws10m_55,wd2m_55,wd10m_55,prectotcorr_55,ps_55,allsky_sfc_sw_dwn_55,t2m_56,rh2m_56,ws2m_56,ws10m_56,wd2m_56,wd10m_56,prectotcorr_56,ps_56,allsky_sfc_sw_dwn_56,t2m_57,rh2m_57,ws2m_57,ws10m_57,wd2m_57,wd10m_57,prectotcorr_57,ps_57,allsky_sfc_sw_dwn_57,t2m_58,rh2m_58,ws2m_58,ws10m_58,wd2m_58,wd10m_58,prectotcorr_58,ps_58,allsky_sfc_sw_dwn_58,t2m_59,rh2m_59,ws2m_59,ws10m_59,wd2m_59,wd10m_59,prectotcorr_59,ps_59,allsky_sfc_sw_dwn_59
2015-03-22,14:20:00,2015-03-22,18:30:00,강원도 횡성군 청일면,0.3,37.5837464013969,128.150414957403,231,6,128,2015-03-22 14:20:00,2015-03-22 18:30:00,11.77,25.09,7.91,11.08,282.0,282.0,0.0,96.4,737.08,8.65,25.34,6.91,9.84666666666666,289.633333333333,289.666666666666,0.0,96.46,385.99,2.23,43.44,3.47,5.52,292.2,292.2,0.0,96.59,15.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-22,14:01:00,2015-03-23,10:30:00,강원도 화천군 간동면,11.0,38.0552638648249,127.790017389636,197,1,270,2015-03-22 14:01:00,2015-03-23 10:30:00,9.85,18.89,7.63,10.47,293.6,293.7,0.0,97.94,627.62,5.85666666666666,25.6966666666666,5.69,8.10333333333333,298.766666666666,298.866666666666,0.0,98.0366666666666,224.566666666666,-2.03,52.3466666666666,2.48999999999999,4.25333333333333,302.966666666666,302.766666666666,0.0,98.27,0.0,-5.17333333333333,65.28,1.75,3.33333333333333,309.033333333333,308.866666666666,0.0,98.4366666666666,0.0,-5.85,69.48,1.18333333333333,2.46666666666666,313.633333333333,314.099999999999,0.0,98.5233333333333,0.0,-5.72666666666666,69.8833333333333,1.00333333333333,2.01333333333333,287.4,287.9,0.0,98.5566666666666,2.87333333333333,-0.136666666666666,39.6666666666666,4.22333333333333,5.65333333333333,286.066666666666,286.066666666666,0.0,98.55,363.123333333333,4.83,28.25,6.94,9.38,294.6,294.6,0.0,98.49,746.7,6.17,28.06,7.51,10.17,296.7,296.8,0.0,98.43,853.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-15,14:35:00,2015-03-15,17:15:00,강원도 동해시 쇄운동,0.3,37.4752584657491,129.074549691444,80,29,292,2015-03-15 14:35:00,2015-03-15 17:15:00,10.99,49.28,1.19,1.52,315.7,311.5,0.0,100.05,623.53,10.53,53.75,1.895,2.36,332.85,329.45,0.0,100.075,361.84,9.1,64.3,2.03,2.57,346.6,341.4,0.0,100.15,105.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-15,10:36:00,2015-03-15,13:00:00,강원도 양구군 양구읍,0.2,38.1080405251365,127.990430398263,196,5,249,2015-03-15 10:36:00,2015-03-15 13:00:00,5.38,39.74,3.23,4.53,243.0,242.8,0.0,96.01,306.92,6.95,35.94,3.51,4.93,246.5,245.9,0.0,95.95,627.83,7.96,33.53,3.89,5.52,251.7,251.2,0.0,95.93,561.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-14,14:53:00,2015-03-14,16:48:00,강원도 홍천군 남면,0.8,37.6181202912817,127.767631386937,159,2,328,2015-03-14 14:53:00,2015-03-14 16:48:00,8.64,33.19,2.51,3.3,240.7,240.8,0.0,99.87,456.25,6.99,48.16,1.54,2.39,248.3,248.4,0.0,99.85,271.4,4.28,66.41,1.11,2.4,257.5,257.5,0.0,99.85,119.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-14,13:30:00,2015-03-14,14:20:00,강원도 양구군 동면,0.07,38.2023166396046,128.04349997028,292,4,105,2015-03-14 13:30:00,2015-03-14 14:20:00,6.96,32.27,1.09,1.37,236.6,234.2,0.0,96.1,676.85,7.37,31.96,1.05,1.31,236.6,233.4,0.0,96.04,499.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-14,11:56:00,2015-03-14,12:12:00,강원도 강릉시 유천동,0.02,37.7684244725745,128.856095899356,74,5,153,2015-03-14 11:56:00,2015-03-14 12:12:00,5.71,37.79,0.95,1.05,321.8,318.9,0.0,99.91,791.55,6.4,43.01,0.58,0.65,17.2,17.0,0.0,99.86,692.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-11,18:59:00,2015-03-11,19:47:00,강원도 홍천군 영귀미면,0.03,37.6780725461921,127.935063630646,161,1,0,2015-03-11 18:59:00,2015-03-11 19:47:00,-1.95,48.45,5.28,7.75,283.4,283.4,0.0,96.22,0.0,-3.53,55.39,4.41,6.53,281.9,281.9,0.0,96.31,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-11,17:17:00,2015-03-11,17:49:00,강원도 강릉시 연곡면,0.1,37.8601061139786,128.836941450583,13,4,118,2015-03-11 17:17:00,2015-03-11 17:49:00,3.24,42.82,7.58,10.09,285.6,285.4,0.0,98.86,66.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-09,14:42:00,2015-03-09,16:26:00,강원도 춘천시 동면,0.4,37.910341608957,127.781091988381,106,4,270,2015-03-09 14:42:00,2015-03-09 16:26:00,1.11,30.85,9.1,12.41,293.1,293.2,0.0,97.84,525.1,-0.88,32.1,8.85,12.17,294.0,294.1,0.0,97.88,348.75,-3.1,35.66,8.24,11.45,295.2,295.3,0.0,97.92,151.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-09,14:21:00,2015-03-09,15:00:00,강원도 춘천시 신북읍,0.01,37.9259016421481,127.746212145455,86,2,148,2015-03-09 14:21:00,2015-03-09 15:00:00,1.11,30.85,9.1,12.41,293.1,293.2,0.0,97.84,525.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-08,14:00:00,2015-03-08,15:10:00,강원도 강릉시 성산면,0.1,37.7187235115627,128.832100896917,59,0,0,2015-03-08 14:00:00,2015-03-08 15:10:00,9.24,48.75,3.19,4.02,141.6,141.7,0.0,95.86,648.85,8.86,50.52,3.21,4.16,145.3,145.4,0.0,95.79,477.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-08,11:00:00,2015-03-08,14:00:00,강원도 고성군 죽왕면,0.9,38.3287596789233,128.525205848883,8,5,207,2015-03-08 11:00:00,2015-03-08 14:00:00,6.19,59.12,0.16,0.24,317.5,311.6,0.0,102.11,619.55,6.72,53.97,0.3,0.3,115.7,115.7,0.0,102.04,657.3,6.98,54.92,1.24,1.41,121.5,121.7,0.0,101.95,636.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
