fire_start_datetime,start_time,fire_end_datetime,end_time,locgungu,locmenu,damage_area
2016-03-04,17:30:00,2016-03-04,20:10:00,철원,갈말,0.1
2016-03-04,13:34:00,2016-03-04,14:50:00,춘천,북산,0.03
2016-03-02,18:00:00,2016-03-02,19:30:00,강릉,성산,0.1
2016-02-26,15:40:00,2016-02-26,16:15:00,영월,상동,0.05
2016-02-26,14:43:00,2016-02-26,15:35:00,춘천,동내,0.01
2016-02-23,17:50:00,2016-02-23,19:30:00,화천,사내,0.03
2016-02-23,13:52:00,2016-02-23,15:54:00,양구,양구,0.5
2016-02-23,13:40:00,2016-02-23,15:20:00,인제,북,1.0
2016-02-21,15:15:00,2016-02-21,17:35:00,정선,남,0.3
2016-02-21,09:06:00,2016-02-21,13:30:00,정선,신동,0.3
2016-02-18,23:20:00,2016-02-19,02:00:00,동해,발한,0.26
2016-02-10,13:40:00,2016-02-10,15:45:00,춘천,북산,0.02
2016-02-08,13:22:00,2016-02-08,15:45:00,횡성,횡성,3.0
2016-02-05,15:56:00,2016-02-05,17:50:00,횡성,우천,0.8
2016-02-04,13:35:00,2016-02-04,17:00:00,춘천,동,1.0
2016-02-04,11:22:00,2016-02-04,12:44:00,원주,문막,0.05
2016-02-01,17:49:00,2016-02-01,19:30:00,홍천,내촌,0.3
2016-02-01,14:36:00,2016-02-01,15:30:00,원주,신림,0.01
2016-01-31,13:07:00,2016-01-31,14:10:00,영월,수주,0.05
2016-01-29,11:51:00,2016-01-29,14:00:00,홍천,북방,0.03
2016-01-29,01:22:00,2016-01-29,04:30:00,홍천,내촌,0.05
2016-01-27,16:22:00,2016-01-27,17:22:00,원주,귀래,0.15
2016-01-26,16:46:00,2016-01-26,17:50:00,양양,강현,0.03
2016-01-26,03:58:00,2016-01-26,07:00:00,춘천,사북,0.1
2016-01-25,17:02:00,2016-01-25,20:00:00,춘천,남,0.3
2016-01-22,16:25:00,2016-01-22,17:30:00,춘천,신동,0.01
2016-01-19,18:40:00,2016-01-19,21:29:00,강릉,구정,3.0
2016-01-13,11:25:00,2016-01-13,12:05:00,원주,호저,0.03
2016-01-12,14:28:00,2016-01-12,15:20:00,양구,남,0.05
2016-01-06,15:13:00,2016-01-06,16:30:00,고성,거진,0.06
2017-04-24,13:59:00,2017-04-24,14:49:00,강릉,연곡,0.3
2017-04-23,15:35:00,2017-04-23,16:07:00,속초,설악,0.01
2017-04-23,14:03:00,2017-04-23,16:01:00,양구,양구,0.12
2017-04-23,13:11:00,2017-04-23,14:20:00,영월,중동,0.2
2017-04-23,03:08:00,2017-04-23,04:30:00,횡성,횡성,0.06
2017-04-20,11:30:00,2017-04-20,12:08:00,고성,죽왕,0.01
2017-04-13,15:41:00,2017-04-13,16:00:00,고성,거진,0.02
2017-04-13,11:12:00,2017-04-13,14:00:00,춘천,서,0.35
2017-04-12,08:40:00,2017-04-12,10:49:00,철원,동송,0.01
2017-04-10,16:50:00,2017-04-10,19:20:00,철원,서,0.01
2017-04-10,11:20:00,2017-04-10,14:00:00,원주,소초,0.2
2017-04-08,13:28:00,2017-04-08,15:17:00,영월,무릉도원,0.3
2017-04-04,19:40:00,2017-04-04,21:15:00,철원,갈말,0.1
2017-03-30,15:21:00,2017-03-30,17:30:00,홍천,화촌,0.4
2017-03-30,15:10:00,2017-03-30,16:30:00,춘천,서,0.01
2017-03-23,13:42:00,2017-03-23,15:30:00,횡성,갑천,0.5
2017-03-22,17:54:00,2017-03-22,20:15:00,화천,사내,0.15
2017-03-22,16:38:00,2017-03-22,17:35:00,인제,인제,0.01
2017-12-22,16:50:00,2017-12-22,21:00:00,양양,서,0.3
2017-12-04,19:38:00,2017-12-04,23:00:00,양양,현북,1.0
2017-12-02,21:04:00,2017-12-02,23:30:00,원주,부론,0.2
2017-11-30,11:14:00,2017-11-30,12:20:00,홍천,홍천,0.05
2017-11-20,11:58:00,2017-11-20,14:03:00,영월,남,0.3
2017-11-19,13:36:00,2017-11-19,14:30:00,정선,여량,0.05
2017-11-16,15:08:00,2017-11-16,16:13:00,홍천,내촌,0.5
2017-11-16,13:15:00,2017-11-16,14:30:00,평창,평창,0.09
2017-06-23,14:30:00,2017-06-23,18:00:00,횡성,갑천,0.01
2017-06-22,16:52:00,2017-06-22,18:00:00,양양,서,0.02
2017-06-21,14:37:00,2017-06-21,16:10:00,철원,갈말,0.01
2017-06-19,21:14:00,2017-06-19,00:00:00,홍천,서석,0.05
2017-06-19,12:02:00,2017-06-19,13:00:00,강릉,왕산,0.01
2017-06-17,17:45:00,2017-06-17,19:00:00,횡성,강림,0.01
2017-06-04,12:20:00,2017-06-04,14:08:00,철원,근남,0.01
2017-06-04,11:58:00,2017-06-04,13:45:00,화천,사내,0.1
2017-06-04,10:50:00,2017-06-04,16:00:00,인제,인제,0.3
2017-06-03,05:30:00,2017-06-03,17:00:00,춘천,동,0.2
2017-06-02,14:50:00,2017-06-02,16:00:00,강릉,옥계,0.06
2017-06-01,00:50:00,2017-06-01,03:05:00,원주,문막,0.3
2017-05-27,11:03:00,2017-05-27,12:25:00,평창,용평,0.01
2017-05-26,11:07:00,2017-05-26,12:30:00,춘천,서,0.01
2017-05-25,10:40:00,2017-05-25,15:00:00,춘천,서,0.05
2017-05-21,12:30:00,2017-05-21,17:00:00,인제,상남,0.1
2017-05-20,15:25:00,2017-05-20,16:44:00,화천,사내,0.06
2017-05-20,12:39:00,2017-05-20,14:19:00,정선,임계,0.04
2017-05-20,11:10:00,2017-05-20,12:55:00,양구,동,0.1
2017-05-19,13:32:00,2017-05-19,14:35:00,강릉,왕산,0.06
2017-05-09,14:50:00,2017-05-09,16:15:00,원주,흥업,0.03
2017-05-08,14:50:00,2017-05-08,19:00:00,홍천,홍천,0.05
2017-05-07,19:47:00,2017-05-07,22:45:00,춘천,북산,0.01
2017-05-07,19:14:00,2017-05-07,21:15:00,춘천,북산,0.1
2017-05-06,15:32:00,2017-05-09,06:34:00,강릉,성산,57.0
2017-05-06,14:24:00,2017-05-06,16:30:00,홍천,내촌,0.01
2017-05-06,13:59:00,2017-05-06,14:36:00,고성,간성,0.02
2017-05-06,11:42:00,2017-05-09,11:20:00,삼척,도계,270.0
2017-05-05,18:23:00,2017-05-05,20:30:00,홍천,동,0.01
2017-05-05,15:04:00,2017-05-05,15:45:00,강릉,왕산,0.05
2017-05-05,14:50:00,2017-05-05,16:05:00,정선,남,0.1
2017-05-03,20:27:00,2017-05-03,23:50:00,영월,상동,0.1
2017-05-03,17:19:00,2017-05-03,18:30:00,영월,영월,0.01
2017-05-03,17:02:00,2017-05-03,19:00:00,홍천,북방,0.05
2017-05-03,14:30:00,2017-05-03,19:30:00,영월,상동,0.5
2017-05-03,11:17:00,2017-05-03,17:00:00,홍천,북방,0.3
2017-05-02,15:01:00,2017-05-02,15:33:00,고성,거진,0.05
2017-05-02,14:54:00,2017-05-02,20:00:00,홍천,내촌,0.3
2017-05-02,13:20:00,2017-05-02,15:10:00,원주,문막,0.05
2017-05-02,12:30:00,2017-05-02,13:30:00,원주,부론,0.1
2017-05-01,14:40:00,2017-05-01,15:55:00,고성,간성,0.05
2017-05-01,12:30:00,2017-05-01,16:30:00,인제,남,0.5
2017-04-29,18:33:00,2017-04-30,11:00:00,춘천,칠전,0.5
2017-04-29,15:57:00,2017-04-29,16:50:00,춘천,동산,0.01
2017-04-29,12:24:00,2017-04-29,13:45:00,춘천,서,0.02
2017-04-29,05:20:00,2017-04-29,07:13:00,고성,거진,0.1
2017-04-28,14:00:00,2017-04-28,20:00:00,홍천,내,0.1
2017-04-26,15:20:00,2017-04-26,21:00:00,홍천,화촌,0.2
2017-03-15,11:02:00,2017-03-15,12:30:00,춘천,동산,0.05
2017-03-14,15:11:00,2017-03-14,18:20:00,홍천,서,0.5
2017-03-14,12:26:00,2017-03-14,14:55:00,춘천,서,0.3
2017-03-14,12:15:00,2017-03-14,14:00:00,화천,상서,0.1
2017-03-13,15:38:00,2017-03-13,17:00:00,영월,김삿갓,0.3
2017-03-12,17:45:00,2017-03-12,19:40:00,춘천,서,0.3
2017-03-11,16:28:00,2017-03-11,19:00:00,홍천,서,0.05
2017-03-11,14:58:00,2017-03-11,20:00:00,양구,남,0.3
2017-03-10,21:30:00,2017-03-10,00:00:00,홍천,홍천,0.2
2017-01-19,18:55:00,2017-01-19,19:35:00,강릉,구정,0.05
2017-01-16,13:39:00,2017-01-16,14:15:00,양양,서,0.02
2017-01-14,21:44:00,2017-01-14,22:55:00,양양,현북,0.04
2017-01-12,16:19:00,2017-01-12,17:30:00,강릉,사천,0.03
2017-01-11,14:22:00,2017-01-11,16:00:00,춘천,서,0.05
2017-03-10,12:50:00,2017-03-10,14:10:00,삼척,도계,0.1
2017-03-10,11:35:00,2017-03-10,12:20:00,춘천,동,0.01
2017-03-09,10:28:00,2017-03-10,22:30:00,강릉,옥계,75.0
2017-03-03,21:20:00,2017-03-03,23:55:00,홍천,서,0.01
2017-02-28,13:00:00,2017-02-28,14:00:00,원주,호저,0.1
2017-02-28,10:53:00,2017-02-28,11:52:00,홍천,내촌,0.2
2017-02-22,09:15:00,2017-02-22,09:45:00,강릉,강동,0.01
2017-02-21,11:56:00,2017-02-21,12:55:00,강릉,강동,0.03
2017-03-19,18:14:00,2017-03-19,20:00:00,춘천,석사,0.05
2017-03-19,14:25:00,2017-03-19,15:15:00,영월,영월,0.2
2017-03-19,10:58:00,2017-03-19,14:58:00,화천,하남,1.5
2017-03-19,10:44:00,2017-03-19,12:39:00,평창,용평,0.3
2017-03-18,16:50:00,2017-03-18,18:00:00,원주,흥업,0.03
2017-03-18,13:00:00,2017-03-18,14:10:00,고성,토성,0.1
2017-03-17,13:46:00,2017-03-17,14:47:00,철원,동송,0.1
2018-12-28,20:43:00,2018-12-29,16:00:00,삼척,미로,10.0
2018-12-22,14:17:00,2018-12-22,15:30:00,평창,진부,0.05
2018-11-26,06:30:00,2018-11-26,07:25:00,삼척,근덕,0.03
2018-11-23,09:52:00,2018-11-23,11:20:00,삼척,근덕,0.1
2018-11-22,14:24:00,2018-11-22,15:25:00,철원,서,0.1
2018-10-04,13:30:00,2018-10-04,15:20:00,인제,남,0.01
2018-06-23,14:20:00,2018-06-23,20:00:00,춘천,북산,0.01
2018-06-22,18:02:00,2018-06-23,23:30:00,인제,남,0.01
2018-06-22,15:00:00,2018-06-22,19:30:00,양구,남,0.05
2018-06-01,14:30:00,2018-06-01,18:00:00,춘천,신북,0.01
2018-04-21,21:35:00,2018-04-22,00:50:00,원주,문막,0.5
2018-04-21,16:38:00,2018-04-21,18:40:00,춘천,서,0.5
2018-04-21,11:35:00,2018-04-21,23:00:00,인제,인제,3.0
2018-04-01,13:00:00,2018-04-01,15:20:00,철원,동송,0.1
2018-03-28,06:19:00,2018-03-28,22:00:00,고성,간성,40.0
2018-03-25,21:20:00,2018-03-25,23:00:00,삼척,근덕,0.2
2018-03-25,19:55:00,2018-03-25,22:16:00,원주,태장,0.3
2018-03-22,14:30:00,2018-03-22,16:20:00,춘천,남산,1.1
2018-03-14,14:34:00,2018-03-14,15:30:00,춘천,온의,0.2
2018-02-20,15:56:00,2018-02-20,17:28:00,정선,신동,0.1
2018-02-19,15:03:00,2018-02-19,16:30:00,원주,부론,0.5
2018-02-16,14:11:00,2018-02-16,15:20:00,평창,평창,0.5
2018-02-12,12:12:00,2018-02-12,13:50:00,횡성,공근,0.1
2018-02-11,21:27:00,2018-02-13,21:00:00,삼척,도계,50.0
2018-02-11,16:14:00,2018-02-13,21:00:00,삼척,노곡,67.0
2018-02-11,13:25:00,2018-02-11,14:39:00,영월,중동,0.2
2018-02-09,06:15:00,2018-02-09,08:00:00,춘천,동산,0.01
2018-02-08,15:00:00,2018-02-08,17:55:00,양구,남,0.06
2018-02-01,13:40:00,2018-02-01,17:00:00,홍천,서석,0.02
2018-01-14,19:53:00,2018-01-15,05:30:00,양양,양양,1.2
2018-04-21,10:48:00,2018-04-21,12:04:00,화천,간동,0.15
2018-04-20,13:38:00,2018-04-20,17:50:00,평창,대관령,0.08
2018-04-19,19:30:00,2018-04-20,07:00:00,양양,현남,3.0
2018-04-13,12:51:00,2018-04-13,15:00:00,춘천,동,0.02
2018-04-09,14:36:00,2018-04-09,18:30:00,삼척,원덕,0.3
2018-08-17,13:46:00,2018-08-17,18:20:00,춘천,동,0.5
2018-08-15,12:20:00,2018-08-15,14:00:00,횡성,안흥,0.25
2018-08-05,18:28:00,2018-08-05,19:33:00,강릉,왕산,0.02
2018-08-05,16:35:00,2018-08-05,18:10:00,홍천,동,0.03
2018-08-03,10:28:00,2018-08-03,13:10:00,횡성,우천,0.3
2018-08-01,08:51:00,2018-08-01,13:00:00,춘천,동,0.1
2018-07-31,15:04:00,2018-07-31,17:21:00,원주,부론,0.2
2018-07-29,13:48:00,2018-07-29,19:00:00,춘천,남,0.01
2018-06-24,17:30:00,2018-06-24,20:00:00,홍천,내촌,0.25
2018-06-24,16:42:00,2018-06-24,20:00:00,홍천,북방,1.0
2018-01-10,21:38:00,2018-01-10,22:40:00,양양,양양,0.02
2018-01-02,20:40:00,2018-01-02,22:30:00,원주,소초,0.01
2019-12-31,02:56:00,2019-12-31,04:43:00,강릉,,0.1
2019-12-31,00:32:00,2019-12-31,04:21:00,고성,토성,0.5
2019-12-24,12:11:00,2019-12-24,14:22:00,평창,미탄,0.01
2019-12-20,11:40:00,2019-12-20,13:20:00,홍천,홍천,0.04
2019-12-11,19:18:00,2019-12-12,10:39:00,정선,북평,2.0
2019-12-11,16:25:00,2019-12-11,18:00:00,인제,인제,0.05
2019-12-06,08:59:00,2019-12-06,09:50:00,춘천,북산,0.5
2019-12-05,10:09:00,2019-12-05,15:00:00,삼척,도계,0.1
2019-12-04,11:30:00,2019-12-04,12:47:00,양구,양구,0.1
2019-11-16,17:18:00,2019-11-16,18:10:00,강릉,구정,0.01
2019-08-26,12:10:00,2019-08-26,18:00:00,홍천,서석,0.08
2019-08-23,12:31:00,2019-08-23,14:15:00,횡성,서원,0.15
2019-07-09,18:39:00,2019-07-09,21:10:00,영월,남,0.6
2019-07-09,13:49:00,2019-07-09,16:00:00,원주,귀래,0.01
2019-07-08,09:38:00,2019-07-08,12:45:00,원주,신림,0.1
2019-07-07,16:04:00,2019-07-07,17:10:00,횡성,청일,0.07
2019-06-04,14:14:00,2019-06-04,15:26:00,정선,화암,0.2
2019-05-24,12:59:00,2019-05-24,14:30:00,영월,영월,0.1
2019-05-23,12:37:00,2019-05-23,14:38:00,정선,임계,0.1
2019-05-19,14:20:00,2019-05-19,14:51:00,강릉,강동,0.01
2019-05-16,15:55:00,2019-05-16,17:30:00,평창,대관령,0.02
2019-05-12,11:59:00,2019-05-12,12:50:00,정선,신동,0.1
2019-05-11,17:50:00,2019-05-11,19:20:00,홍천,서,0.08
2019-05-11,14:36:00,2019-05-11,16:20:00,정선,신동,0.1
2019-05-10,09:34:00,2019-05-10,12:00:00,고성,죽왕,0.54
2019-05-07,15:40:00,2019-05-07,18:30:00,홍천,서석,1.3
2019-05-07,11:47:00,2019-05-07,18:00:00,춘천,동,1.5
2019-05-06,17:50:00,2019-05-06,19:20:00,원주,소초,0.1
2019-05-06,14:08:00,2019-05-06,14:58:00,홍천,화촌,0.02
2019-05-05,14:25:00,2019-05-05,22:00:00,인제,남,5.2
2019-05-05,11:40:00,2019-05-05,12:30:00,횡성,둔내,0.15
2019-05-05,03:22:00,2019-05-05,04:45:00,춘천,석사,0.05
2019-05-03,14:44:00,2019-05-03,16:01:00,춘천,석사,0.05
2019-05-02,16:28:00,2019-05-02,17:10:00,횡성,성원,0.03
2019-05-02,14:21:00,2019-05-02,16:25:00,춘천,남산,0.2
2019-04-22,12:19:00,2019-04-22,13:31:00,화천,사내,0.09
2019-04-20,12:27:00,2019-04-20,15:30:00,춘천,사북,0.03
2019-04-17,13:52:00,2019-04-17,14:51:00,영월,영월,0.2
2019-04-16,16:14:00,2019-04-16,16:50:00,홍천,서,0.08
2019-01-22,12:30:00,2019-01-22,17:15:00,태백,백산,0.1
2019-01-20,12:30:00,2019-01-20,15:00:00,춘천,서,1.2
2019-01-19,22:40:00,2019-01-19,23:45:00,강릉,왕산,0.03
2019-01-10,11:17:00,2019-01-10,12:05:00,고성,토성,0.5
2019-01-01,16:12:00,2019-01-02,17:20:00,양양,서,20.0
2019-04-16,11:44:00,2019-04-16,18:00:00,고성,현내,0.2
2019-04-12,20:58:00,2019-04-12,23:10:00,양구,양구,0.3
2019-04-08,14:45:00,2019-04-08,18:00:00,인제,남,0.5
2019-04-07,10:39:00,2019-04-07,12:21:00,영월,김삿갓,0.3
2019-04-04,23:46:00,2019-04-05,21:30:00,강릉,옥계,1260.0
2019-04-04,19:17:00,2019-04-05,18:00:00,고성,토성,1227.0
2019-04-04,16:16:00,2019-04-04,18:00:00,원주,부론,0.5
2019-04-04,14:45:00,2019-04-06,18:00:00,인제,남,345.0
2019-04-04,13:30:00,2019-04-04,14:05:00,횡성,횡성,0.05
2019-04-03,14:22:00,2019-04-03,17:30:00,횡성,갑천,0.7
2019-04-01,19:00:00,2019-04-01,20:15:00,홍천,서,0.02
2019-03-17,12:40:00,2019-03-17,15:30:00,속초,도문,1.0
2019-03-13,18:59:00,2019-03-13,21:45:00,춘천,신북,0.02
2019-03-13,10:47:00,2019-03-13,12:30:00,강릉,연곡,0.01
2019-03-12,15:00:00,2019-03-12,16:20:00,춘천,동,0.1
2019-03-09,07:50:00,2019-03-09,09:00:00,강릉,성산,0.1
2019-03-08,17:15:00,2019-03-08,18:30:00,홍천,서석,0.02
2019-03-06,13:49:00,2019-03-06,15:40:00,강릉,왕산,0.06
2019-03-04,13:34:00,2019-03-04,14:20:00,횡성,우천,0.1
2019-03-04,12:40:00,2019-03-04,18:00:00,홍천,동,0.6
2019-03-03,11:45:00,2019-03-03,12:40:00,원주,단계,0.1
2019-03-02,16:08:00,2019-03-02,19:00:00,화천,화천,0.4
2019-03-02,14:47:00,2019-03-02,15:40:00,춘천,남산,0.02
2019-02-27,14:12:00,2019-02-27,17:00:00,춘천,서,1.0
2019-02-27,11:34:00,2019-02-27,12:50:00,평창,용평,0.1
2019-01-30,17:20:00,2019-01-30,18:30:00,홍천,화촌,0.05
2019-01-30,16:23:00,2019-01-30,20:00:00,동해,신흥,0.5
2019-01-29,12:58:00,2019-01-29,14:30:00,횡성,청일,0.4
2019-01-27,18:58:00,2019-01-27,22:40:00,원주,신림,0.2
2019-01-27,14:22:00,2019-01-28,10:30:00,춘천,신북,2.0
2019-01-27,02:58:00,2019-01-27,04:50:00,원주,신림,0.1
2019-01-26,14:15:00,2019-01-26,15:32:00,평창,방림,0.05
2019-01-25,15:15:00,2019-01-25,16:30:00,원주,지정,0.1
2019-01-24,15:48:00,2019-01-24,19:00:00,인제,서화,1.0
2020-04-04,16:52:00,2020-04-04,18:45:00,춘천,사북,0.3
2020-04-04,05:50:00,2020-04-04,06:44:00,횡성,우천,0.08
2020-04-04,03:26:00,2020-04-04,09:00:00,삼척,근덕,0.5
2020-04-03,14:44:00,2020-04-03,15:45:00,홍천,두촌,0.1
2020-04-02,19:20:00,2020-04-02,20:10:00,횡성,갑천,0.05
2020-04-01,11:44:00,2020-04-01,13:00:00,평창,미탄,0.05
2020-03-31,13:00:00,2020-03-31,15:00:00,철원,동송,2.0
2020-03-26,12:27:00,2020-03-26,16:20:00,철원,갈말,5.0
2020-03-26,11:03:00,2020-03-26,13:53:00,양양,현남,0.3
2020-03-25,16:01:00,2020-03-25,18:30:00,영월,상동,1.0
2020-12-25,16:22:00,2020-12-25,18:20:00,영월,영월,0.3
2020-12-12,18:25:00,2020-12-12,20:00:00,홍천,서,0.04
2020-12-12,15:16:00,2020-12-12,19:00:00,원주,신림,0.05
2020-12-12,11:43:00,2020-12-12,14:30:00,원주,신림,0.5
2020-12-08,20:37:00,2020-12-08,23:00:00,홍천,동,0.02
2020-12-01,21:59:00,2020-12-01,00:30:00,횡성,우천,0.1
2020-11-16,12:33:00,2020-11-16,15:00:00,홍천,홍천,0.1
2020-11-08,02:27:00,2020-11-08,04:40:00,동해,,0.11
2020-11-04,12:45:00,2020-11-04,14:30:00,철원,동송,0.01
2020-10-30,14:23:00,2020-10-30,15:46:00,평창,진부,0.1
2020-10-29,14:00:00,2020-10-29,16:15:00,정선,신동,0.1
2020-10-24,22:22:00,2020-10-25,07:00:00,삼척,노곡,0.6
2020-10-18,13:10:00,2020-10-18,16:30:00,홍천,화촌,0.01
2020-10-13,14:40:00,2020-10-13,17:00:00,홍천,화촌,0.01
2020-10-11,07:44:00,2020-10-11,10:30:00,홍천,화촌,0.01
2020-10-09,17:03:00,2020-10-09,00:00:00,홍천,서석,0.05
2020-10-06,14:17:00,2020-10-06,17:30:00,춘천,사북,0.01
2020-06-23,09:45:00,2020-06-23,13:30:00,홍천,동,0.15
2020-06-13,15:10:00,2020-06-13,18:00:00,춘천,동,0.4
2020-06-08,15:15:00,2020-06-08,19:15:00,춘천,동,0.1
2020-05-08,16:00:00,2020-05-08,17:15:00,횡성,갑천,0.4
2020-05-08,15:00:00,2020-05-08,17:00:00,홍천,서,0.07
2020-05-08,14:50:00,2020-05-08,16:30:00,홍천,홍천,0.03
2020-05-06,11:33:00,2020-05-06,13:20:00,철원,철원,0.06
2020-05-01,20:10:00,2020-05-02,09:00:00,고성,토성,85.0
2020-05-01,15:21:00,2020-05-01,18:00:00,홍천,동,0.01
2020-05-01,14:30:00,2020-05-01,16:30:00,춘천,동,0.2
2020-04-30,18:05:00,2020-04-30,20:00:00,원주,지정,0.01
2020-04-30,12:27:00,2020-04-30,17:00:00,홍천,서석,0.2
2020-04-27,11:28:00,2020-04-27,12:40:00,횡성,공근,0.02
2020-04-26,13:27:00,2020-04-26,15:30:00,춘천,동,0.01
2020-04-24,13:07:00,2020-04-24,14:20:00,춘천,남,1.0
2020-04-24,11:35:00,2020-04-24,14:00:00,철원,갈말,0.6
2020-04-22,14:23:00,2020-04-22,16:10:00,인제,인제,0.2
2020-04-22,13:48:00,2020-04-22,15:15:00,강릉,성산,0.3
2020-04-16,15:23:00,2020-04-16,17:04:00,인제,인제,0.01
2020-04-15,14:50:00,2020-04-15,16:45:00,평창,대화,0.2
2020-04-14,17:48:00,2020-04-15,12:00:00,철원,서,19.0
2020-04-13,19:16:00,2020-04-13,20:03:00,화천,사내,0.05
2020-04-13,12:10:00,2020-04-13,14:22:00,횡성,갑천,0.8
2020-04-11,14:34:00,2020-04-11,15:02:00,횡성,우천,0.01
2020-04-10,11:56:00,2020-04-10,13:29:00,평창,진부,0.3
2020-04-10,11:51:00,2020-04-10,13:30:00,원주,신림,0.5
2020-04-08,13:36:00,2020-04-08,15:55:00,원주,소초,1.5
2020-04-08,12:30:00,2020-04-08,15:00:00,영월,주천,0.8
2020-03-15,14:52:00,2020-03-15,15:45:00,강릉,,0.04
2020-03-15,14:29:00,2020-03-15,15:32:00,홍천,서,0.06
2020-03-08,16:05:00,2020-03-08,18:10:00,춘천,동산,0.1
2020-03-08,14:12:00,2020-03-08,16:03:00,화천,하남,0.7
2020-03-08,13:30:00,2020-03-08,18:00:00,홍천,화촌,0.05
2020-02-24,12:58:00,2020-02-24,15:15:00,춘천,남산,0.1
2020-01-04,14:49:00,2020-01-04,15:40:00,정선,신동,0.04
2020-01-04,13:54:00,2020-01-05,17:10:00,춘천,신북,7.0
2020-01-03,12:22:00,2020-01-03,16:00:00,춘천,서,0.7
2020-01-01,13:00:00,2020-01-01,13:35:00,강릉,성산,0.02
2020-02-09,18:48:00,2020-02-09,20:04:00,원주,신림,0.4
2020-02-08,12:02:00,2020-02-08,12:22:00,강릉,,0.03
2020-02-08,07:05:00,2020-02-08,07:54:00,춘천,남산,0.03
2020-01-31,13:20:00,2020-01-31,15:00:00,홍천,서석,0.01
2020-01-23,12:58:00,2020-01-23,13:54:00,횡성,우천,0.1
2020-01-15,13:46:00,2020-01-15,14:30:00,양양,양양,0.02
2020-03-21,15:36:00,2020-03-21,16:00:00,횡성,갑천,0.05
2020-03-19,12:38:00,2020-03-19,14:26:00,원주,지정,2.2
2020-03-19,07:11:00,2020-03-19,10:30:00,원주,흥업,0.7
2021-06-08,14:52:00,2021-06-08,17:00:00,홍천,내촌,0.04
2021-06-07,15:13:00,2021-06-07,17:00:00,강릉,주문진,0.01
2021-06-07,15:13:00,2021-06-07,16:00:00,강릉,주문진,0.01
2021-05-14,11:53:00,2021-05-14,14:00:00,횡성,안흥,0.1
2021-05-13,15:35:00,2021-05-13,20:10:00,태백,,1.2
2021-05-09,17:49:00,2021-05-09,19:10:00,철원,철원,0.01
2021-05-09,13:43:00,2021-05-09,14:50:00,철원,철원,0.03
2021-05-09,13:16:00,2021-05-09,14:30:00,홍천,남,0.2
2021-05-08,12:12:00,2021-05-08,16:00:00,횡성,안흥,0.01
2021-05-07,11:05:00,2021-05-07,13:30:00,삼척,도계,0.2
2021-05-06,21:06:00,2021-05-07,01:00:00,삼척,원덕,0.01
2021-05-06,17:30:00,2021-05-06,18:30:00,인제,서화,0.1
2021-04-29,21:15:00,2021-04-30,02:00:00,삼척,가곡,0.01
2021-04-29,13:34:00,2021-04-29,15:24:00,영월,영월,0.01
2021-04-27,13:30:00,2021-04-27,15:30:00,인제,인제,0.17
2021-04-25,14:32:00,2021-04-25,17:42:00,원주,신림,1.5
2021-04-25,12:25:00,2021-04-25,13:35:00,평창,봉평,0.09
2021-04-22,13:29:00,2021-04-22,13:57:00,철원,동송,0.02
2021-04-21,12:22:00,2021-04-21,14:10:00,평창,대관령,1.0
2021-03-23,15:52:00,2021-03-24,11:00:00,홍천,화촌,20.0
2021-03-11,14:40:00,2021-03-11,18:00:00,영월,김삿갓,0.5
2021-02-26,13:33:00,2021-02-26,16:00:00,홍천,북방,0.1
2021-02-22,14:14:00,2021-02-22,16:06:00,화천,간동,0.1
2021-02-20,15:50:00,2021-02-22,03:00:00,정선,여량,12.0
2021-02-20,13:13:00,2021-02-20,19:00:00,화천,상사,0.5
2021-02-18,22:30:00,2021-02-19,10:00:00,양양,양양,6.5
2021-02-18,14:56:00,2021-02-18,18:00:00,강릉,성산,0.4
2021-02-16,14:34:00,2021-02-16,19:20:00,강릉,옥계,1.0
2021-02-10,14:12:00,2021-02-10,15:30:00,홍천,동,0.01
2021-02-09,13:19:00,2021-02-09,23:00:00,삼척,신기,1.0
2021-04-20,15:22:00,2021-04-20,18:00:00,홍천,남,0.3
2021-04-19,17:06:00,2021-04-19,21:00:00,횡성,공근,1.5
2021-04-17,12:04:00,2021-04-17,13:15:00,평창,진부,0.01
2021-04-17,09:33:00,2021-04-17,10:30:00,홍천,동,0.01
2021-03-31,15:56:00,2021-04-01,11:00:00,양구,양구,0.5
2021-03-31,15:38:00,2021-04-01,12:54:00,정선,신동,10.7
2021-03-30,14:11:00,2021-03-30,21:30:00,삼척,가곡,0.5
2021-12-29,04:16:00,2021-12-29,12:00:00,춘천,사북,1.5
2021-12-19,15:31:00,2021-12-19,16:20:00,강릉,사천,0.01
2021-11-29,13:45:00,2021-11-29,15:40:00,횡성,강림,0.25
2021-11-14,21:55:00,2021-11-15,03:00:00,양양,서,0.5
2021-08-10,14:45:00,2021-08-10,16:24:00,춘천,사북,0.01
2021-07-31,14:16:00,2021-07-31,18:38:00,정선,임계,0.1
2021-02-05,14:19:00,2021-02-05,19:11:00,정선,북평,1.5
2021-01-24,17:47:00,2021-01-24,21:00:00,홍천,홍천,0.7
2021-01-20,14:46:00,2021-01-20,16:30:00,횡성,공근,0.15
2021-01-17,15:38:00,2021-01-17,19:00:00,동해,,1.0
2021-01-15,15:39:00,2021-01-16,11:30:00,인제,인제,0.02
2021-01-12,11:44:00,2021-01-12,17:00:00,홍천,동,0.15
