fire_start_datetime,start_time,fire_end_datetime,end_time,locgungu,locmenu,damage_area,corrected_address,original_address
2017-05-06,11:42:00,2017-05-09,11:20:00,삼척,도계,270.0,강원도 삼척시 도계읍,강원도 삼척 도계
2017-05-05,18:23:00,2017-05-05,20:30:00,홍천,동,0.01,강원도 홍천군 영귀미면,강원도 홍천 동
2017-05-05,15:04:00,2017-05-05,15:45:00,강릉,왕산,0.05,강원도 강릉시 왕산면,강원도 강릉 왕산
2017-05-05,14:50:00,2017-05-05,16:05:00,정선,남,0.1,강원도 정선군 남면,강원도 정선 남
2017-05-03,20:27:00,2017-05-03,23:50:00,영월,상동,0.1,강원도 영월군 상동읍,강원도 영월 상동
2017-05-03,17:19:00,2017-05-03,18:30:00,영월,영월,0.01,강원도 영월군 영월읍,강원도 영월 영월
2017-05-03,17:02:00,2017-05-03,19:00:00,홍천,북방,0.05,강원도 홍천군 북방면,강원도 홍천 북방
2017-05-03,14:30:00,2017-05-03,19:30:00,영월,상동,0.5,강원도 영월군 상동읍,강원도 영월 상동
2017-05-03,11:17:00,2017-05-03,17:00:00,홍천,북방,0.3,강원도 홍천군 북방면,강원도 홍천 북방
2017-05-02,15:01:00,2017-05-02,15:33:00,고성,거진,0.05,강원도 고성군 거진읍,강원도 고성 거진
2017-05-02,14:54:00,2017-05-02,20:00:00,홍천,내촌,0.3,강원도 홍천군 내촌면,강원도 홍천 내촌
2017-05-02,13:20:00,2017-05-02,15:10:00,원주,문막,0.05,강원도 원주시 문막읍,강원도 원주 문막
2017-05-02,12:30:00,2017-05-02,13:30:00,원주,부론,0.1,강원도 원주시 부론면,강원도 원주 부론
2017-05-01,14:40:00,2017-05-01,15:55:00,고성,간성,0.05,강원도 고성군 간성읍,강원도 고성 간성
2017-05-01,12:30:00,2017-05-01,16:30:00,인제,남,0.5,강원도 인제군 남면,강원도 인제 남
2017-04-29,18:33:00,2017-04-30,11:00:00,춘천,칠전,0.5,강원도 춘천시 칠전동,강원도 춘천 칠전
2017-04-29,15:57:00,2017-04-29,16:50:00,춘천,동산,0.01,강원도 춘천시 동산면,강원도 춘천 동산
2017-04-29,12:24:00,2017-04-29,13:45:00,춘천,서,0.02,강원도 춘천시 서면,강원도 춘천 서
2017-04-29,05:20:00,2017-04-29,07:13:00,고성,거진,0.1,강원도 고성군 거진읍,강원도 고성 거진
2017-04-28,14:00:00,2017-04-28,20:00:00,홍천,내,0.1,강원도 홍천군 내촌면,강원도 홍천 내
2017-04-26,15:20:00,2017-04-26,21:00:00,홍천,화촌,0.2,강원도 홍천군 화촌면,강원도 홍천 화촌
2017-03-15,11:02:00,2017-03-15,12:30:00,춘천,동산,0.05,강원도 춘천시 동산면,강원도 춘천 동산
2017-03-14,15:11:00,2017-03-14,18:20:00,홍천,서,0.5,강원도 홍천군 서면,강원도 홍천 서
2017-03-14,12:26:00,2017-03-14,14:55:00,춘천,서,0.3,강원도 춘천시 서면,강원도 춘천 서
2017-03-14,12:15:00,2017-03-14,14:00:00,화천,상서,0.1,강원도 화천군 상서면,강원도 화천 상서
2017-03-13,15:38:00,2017-03-13,17:00:00,영월,김삿갓,0.3,강원도 영월군 김삿갓면,강원도 영월 김삿갓
2017-03-12,17:45:00,2017-03-12,19:40:00,춘천,서,0.3,강원도 춘천시 서면,강원도 춘천 서
2017-03-11,16:28:00,2017-03-11,19:00:00,홍천,서,0.05,강원도 홍천군 서면,강원도 홍천 서
2017-03-11,14:58:00,2017-03-11,20:00:00,양구,남,0.3,강원도 양구군 국토정중앙면,강원도 양구 남
2017-03-10,21:30:00,2017-03-10,00:00:00,홍천,홍천,0.2,강원도 홍천군 홍천읍,강원도 홍천 홍천
2017-01-19,18:55:00,2017-01-19,19:35:00,강릉,구정,0.05,강원도 강릉시 구정면,강원도 강릉 구정
2017-01-16,13:39:00,2017-01-16,14:15:00,양양,서,0.02,강원도 양양군 서면,강원도 양양 서
2017-01-14,21:44:00,2017-01-14,22:55:00,양양,현북,0.04,강원도 양양군 현북면,강원도 양양 현북
2017-01-12,16:19:00,2017-01-12,17:30:00,강릉,사천,0.03,강원도 강릉시 사천면,강원도 강릉 사천
2017-01-11,14:22:00,2017-01-11,16:00:00,춘천,서,0.05,강원도 춘천시 서면,강원도 춘천 서
2017-03-10,12:50:00,2017-03-10,14:10:00,삼척,도계,0.1,강원도 삼척시 도계읍,강원도 삼척 도계
2017-03-10,11:35:00,2017-03-10,12:20:00,춘천,동,0.01,강원도 춘천시 동면,강원도 춘천 동
2017-03-09,10:28:00,2017-03-10,22:30:00,강릉,옥계,75.0,강원도 강릉시 옥계면,강원도 강릉 옥계
2017-03-03,21:20:00,2017-03-03,23:55:00,홍천,서,0.01,강원도 홍천군 서면,강원도 홍천 서
2017-02-28,13:00:00,2017-02-28,14:00:00,원주,호저,0.1,강원도 원주시 호저면,강원도 원주 호저
2017-02-28,10:53:00,2017-02-28,11:52:00,홍천,내촌,0.2,강원도 홍천군 내촌면,강원도 홍천 내촌
2017-02-22,09:15:00,2017-02-22,09:45:00,강릉,강동,0.01,강원도 강릉시 강동면,강원도 강릉 강동
2017-02-21,11:56:00,2017-02-21,12:55:00,강릉,강동,0.03,강원도 강릉시 강동면,강원도 강릉 강동
2017-03-19,18:14:00,2017-03-19,20:00:00,춘천,석사,0.05,강원도 춘천시 석사동,강원도 춘천 석사
2017-03-19,14:25:00,2017-03-19,15:15:00,영월,영월,0.2,강원도 영월군 영월읍,강원도 영월 영월
2017-03-19,10:58:00,2017-03-19,14:58:00,화천,하남,1.5,강원도 화천군 하남면,강원도 화천 하남
2017-03-19,10:44:00,2017-03-19,12:39:00,평창,용평,0.3,강원도 평창군 용평면,강원도 평창 용평
2017-03-18,16:50:00,2017-03-18,18:00:00,원주,흥업,0.03,강원도 원주시 흥업면,강원도 원주 흥업
2017-03-18,13:00:00,2017-03-18,14:10:00,고성,토성,0.1,강원도 고성군 토성면,강원도 고성 토성
2017-03-17,13:46:00,2017-03-17,14:47:00,철원,동송,0.1,강원도 철원군 동송읍,강원도 철원 동송
2018-12-28,20:43:00,2018-12-29,16:00:00,삼척,미로,10.0,강원도 삼척시 미로면,강원도 삼척 미로
2018-12-22,14:17:00,2018-12-22,15:30:00,평창,진부,0.05,강원도 평창군 진부면,강원도 평창 진부
2018-11-26,06:30:00,2018-11-26,07:25:00,삼척,근덕,0.03,강원도 삼척시 근덕면,강원도 삼척 근덕
2018-11-23,09:52:00,2018-11-23,11:20:00,삼척,근덕,0.1,강원도 삼척시 근덕면,강원도 삼척 근덕
2018-11-22,14:24:00,2018-11-22,15:25:00,철원,서,0.1,강원도 철원군 서면,강원도 철원 서
2018-10-04,13:30:00,2018-10-04,15:20:00,인제,남,0.01,강원도 인제군 남면,강원도 인제 남
2018-06-23,14:20:00,2018-06-23,20:00:00,춘천,북산,0.01,강원도 춘천시 북산면,강원도 춘천 북산
2018-06-22,18:02:00,2018-06-23,23:30:00,인제,남,0.01,강원도 인제군 남면,강원도 인제 남
2018-06-22,15:00:00,2018-06-22,19:30:00,양구,남,0.05,강원도 양구군 국토정중앙면,강원도 양구 남
2018-06-01,14:30:00,2018-06-01,18:00:00,춘천,신북,0.01,강원도 춘천시 신북읍,강원도 춘천 신북
2018-04-21,21:35:00,2018-04-22,00:50:00,원주,문막,0.5,강원도 원주시 문막읍,강원도 원주 문막
2018-04-21,16:38:00,2018-04-21,18:40:00,춘천,서,0.5,강원도 춘천시 서면,강원도 춘천 서
2018-04-21,11:35:00,2018-04-21,23:00:00,인제,인제,3.0,강원도 인제군 인제읍,강원도 인제 인제
2018-04-01,13:00:00,2018-04-01,15:20:00,철원,동송,0.1,강원도 철원군 동송읍,강원도 철원 동송
2018-03-28,06:19:00,2018-03-28,22:00:00,고성,간성,40.0,강원도 고성군 간성읍,강원도 고성 간성
2018-03-25,21:20:00,2018-03-25,23:00:00,삼척,근덕,0.2,강원도 삼척시 근덕면,강원도 삼척 근덕
2018-03-25,19:55:00,2018-03-25,22:16:00,원주,태장,0.3,강원도 원주시 태장동,강원도 원주 태장
2018-03-22,14:30:00,2018-03-22,16:20:00,춘천,남산,1.1,강원도 춘천시 남산면,강원도 춘천 남산
2018-03-14,14:34:00,2018-03-14,15:30:00,춘천,온의,0.2,강원도 춘천시 온의동,강원도 춘천 온의
2018-02-20,15:56:00,2018-02-20,17:28:00,정선,신동,0.1,강원도 정선군 신동읍,강원도 정선 신동
2018-02-19,15:03:00,2018-02-19,16:30:00,원주,부론,0.5,강원도 원주시 부론면,강원도 원주 부론
2018-02-16,14:11:00,2018-02-16,15:20:00,평창,평창,0.5,강원도 평창군 평창읍,강원도 평창 평창
2018-02-12,12:12:00,2018-02-12,13:50:00,횡성,공근,0.1,강원도 횡성군 공근면,강원도 횡성 공근
2018-02-11,21:27:00,2018-02-13,21:00:00,삼척,도계,50.0,강원도 삼척시 도계읍,강원도 삼척 도계
2018-02-11,16:14:00,2018-02-13,21:00:00,삼척,노곡,67.0,강원도 삼척시 노곡면,강원도 삼척 노곡
2018-02-11,13:25:00,2018-02-11,14:39:00,영월,중동,0.2,강원도 영월군 중동,강원도 영월 중동
2018-02-09,06:15:00,2018-02-09,08:00:00,춘천,동산,0.01,강원도 춘천시 동산면,강원도 춘천 동산
2018-02-08,15:00:00,2018-02-08,17:55:00,양구,남,0.06,강원도 양구군 국토정중앙면,강원도 양구 남
2018-02-01,13:40:00,2018-02-01,17:00:00,홍천,서석,0.02,강원도 홍천군 서석면,강원도 홍천 서석
2018-01-14,19:53:00,2018-01-15,05:30:00,양양,양양,1.2,강원도 양양군 양양읍,강원도 양양 양양
2018-04-21,10:48:00,2018-04-21,12:04:00,화천,간동,0.15,강원도 화천군 간동면,강원도 화천 간동
2018-04-20,13:38:00,2018-04-20,17:50:00,평창,대관령,0.08,강원도 평창군 대관령면,강원도 평창 대관령
2018-04-19,19:30:00,2018-04-20,07:00:00,양양,현남,3.0,강원도 양양군 현남면,강원도 양양 현남
2018-04-13,12:51:00,2018-04-13,15:00:00,춘천,동,0.02,강원도 춘천시 동면,강원도 춘천 동
2018-04-09,14:36:00,2018-04-09,18:30:00,삼척,원덕,0.3,강원도 삼척시 원덕읍,강원도 삼척 원덕
2018-08-17,13:46:00,2018-08-17,18:20:00,춘천,동,0.5,강원도 춘천시 동면,강원도 춘천 동
2018-08-15,12:20:00,2018-08-15,14:00:00,횡성,안흥,0.25,강원도 횡성군 안흥면,강원도 횡성 안흥
2018-08-05,18:28:00,2018-08-05,19:33:00,강릉,왕산,0.02,강원도 강릉시 왕산면,강원도 강릉 왕산
2018-08-05,16:35:00,2018-08-05,18:10:00,홍천,동,0.03,강원도 홍천군 영귀미면,강원도 홍천 동
2018-08-03,10:28:00,2018-08-03,13:10:00,횡성,우천,0.3,강원도 횡성군 우천면,강원도 횡성 우천
2018-08-01,08:51:00,2018-08-01,13:00:00,춘천,동,0.1,강원도 춘천시 동면,강원도 춘천 동
2018-07-31,15:04:00,2018-07-31,17:21:00,원주,부론,0.2,강원도 원주시 부론면,강원도 원주 부론
2018-07-29,13:48:00,2018-07-29,19:00:00,춘천,남,0.01,강원도 춘천시 남면,강원도 춘천 남
2018-06-24,17:30:00,2018-06-24,20:00:00,홍천,내촌,0.25,강원도 홍천군 내촌면,강원도 홍천 내촌
2018-06-24,16:42:00,2018-06-24,20:00:00,홍천,북방,1.0,강원도 홍천군 북방면,강원도 홍천 북방
2018-01-10,21:38:00,2018-01-10,22:40:00,양양,양양,0.02,강원도 양양군 양양읍,강원도 양양 양양
2018-01-02,20:40:00,2018-01-02,22:30:00,원주,소초,0.01,강원도 원주시 소초면,강원도 원주 소초
2019-12-31,02:56:00,2019-12-31,04:43:00,강릉,,0.1,강원도 강릉시 홍제동,강원도 강릉
2019-12-31,00:32:00,2019-12-31,04:21:00,고성,토성,0.5,강원도 고성군 토성면,강원도 고성 토성
2019-12-24,12:11:00,2019-12-24,14:22:00,평창,미탄,0.01,강원도 평창군 미탄면,강원도 평창 미탄
2019-12-20,11:40:00,2019-12-20,13:20:00,홍천,홍천,0.04,강원도 홍천군 홍천읍,강원도 홍천 홍천
2019-12-11,19:18:00,2019-12-12,10:39:00,정선,북평,2.0,강원도 정선군 북평면,강원도 정선 북평
2019-12-11,16:25:00,2019-12-11,18:00:00,인제,인제,0.05,강원도 인제군 인제읍,강원도 인제 인제
2019-12-06,08:59:00,2019-12-06,09:50:00,춘천,북산,0.5,강원도 춘천시 북산면,강원도 춘천 북산
2019-12-05,10:09:00,2019-12-05,15:00:00,삼척,도계,0.1,강원도 삼척시 도계읍,강원도 삼척 도계
2019-12-04,11:30:00,2019-12-04,12:47:00,양구,양구,0.1,강원도 양구군 양구읍,강원도 양구 양구
2019-11-16,17:18:00,2019-11-16,18:10:00,강릉,구정,0.01,강원도 강릉시 구정면,강원도 강릉 구정
2019-08-26,12:10:00,2019-08-26,18:00:00,홍천,서석,0.08,강원도 홍천군 서석면,강원도 홍천 서석
2019-08-23,12:31:00,2019-08-23,14:15:00,횡성,서원,0.15,강원도 횡성군 서원면,강원도 횡성 서원
2019-07-09,18:39:00,2019-07-09,21:10:00,영월,남,0.6,강원도 영월군 남면,강원도 영월 남
2019-07-09,13:49:00,2019-07-09,16:00:00,원주,귀래,0.01,강원도 원주시 귀래면,강원도 원주 귀래
2019-07-08,09:38:00,2019-07-08,12:45:00,원주,신림,0.1,강원도 원주시 신림면,강원도 원주 신림
2019-07-07,16:04:00,2019-07-07,17:10:00,횡성,청일,0.07,강원도 횡성군 청일면,강원도 횡성 청일
2019-06-04,14:14:00,2019-06-04,15:26:00,정선,화암,0.2,강원도 정선군 화암면,강원도 정선 화암
2019-05-24,12:59:00,2019-05-24,14:30:00,영월,영월,0.1,강원도 영월군 영월읍,강원도 영월 영월
2019-05-23,12:37:00,2019-05-23,14:38:00,정선,임계,0.1,강원도 정선군 임계면,강원도 정선 임계
2019-05-19,14:20:00,2019-05-19,14:51:00,강릉,강동,0.01,강원도 강릉시 강동면,강원도 강릉 강동
2019-05-16,15:55:00,2019-05-16,17:30:00,평창,대관령,0.02,강원도 평창군 대관령면,강원도 평창 대관령
2019-05-12,11:59:00,2019-05-12,12:50:00,정선,신동,0.1,강원도 정선군 신동읍,강원도 정선 신동
2019-05-11,17:50:00,2019-05-11,19:20:00,홍천,서,0.08,강원도 홍천군 서면,강원도 홍천 서
2019-05-11,14:36:00,2019-05-11,16:20:00,정선,신동,0.1,강원도 정선군 신동읍,강원도 정선 신동
2019-05-10,09:34:00,2019-05-10,12:00:00,고성,죽왕,0.54,강원도 고성군 죽왕면,강원도 고성 죽왕
2019-05-07,15:40:00,2019-05-07,18:30:00,홍천,서석,1.3,강원도 홍천군 서석면,강원도 홍천 서석
2019-05-07,11:47:00,2019-05-07,18:00:00,춘천,동,1.5,강원도 춘천시 동면,강원도 춘천 동
2019-05-06,17:50:00,2019-05-06,19:20:00,원주,소초,0.1,강원도 원주시 소초면,강원도 원주 소초
2019-05-06,14:08:00,2019-05-06,14:58:00,홍천,화촌,0.02,강원도 홍천군 화촌면,강원도 홍천 화촌
2019-05-05,14:25:00,2019-05-05,22:00:00,인제,남,5.2,강원도 인제군 남면,강원도 인제 남
2019-05-05,11:40:00,2019-05-05,12:30:00,횡성,둔내,0.15,강원도 횡성군 둔내면,강원도 횡성 둔내
2019-05-05,03:22:00,2019-05-05,04:45:00,춘천,석사,0.05,강원도 춘천시 석사동,강원도 춘천 석사
2019-05-03,14:44:00,2019-05-03,16:01:00,춘천,석사,0.05,강원도 춘천시 석사동,강원도 춘천 석사
2019-05-02,16:28:00,2019-05-02,17:10:00,횡성,성원,0.03,강원도 횡성군 성원,강원도 횡성 성원
2019-05-02,14:21:00,2019-05-02,16:25:00,춘천,남산,0.2,강원도 춘천시 남산면,강원도 춘천 남산
2019-04-22,12:19:00,2019-04-22,13:31:00,화천,사내,0.09,강원도 화천군 사내면,강원도 화천 사내
2019-04-20,12:27:00,2019-04-20,15:30:00,춘천,사북,0.03,강원도 춘천시 사북면,강원도 춘천 사북
2019-04-17,13:52:00,2019-04-17,14:51:00,영월,영월,0.2,강원도 영월군 영월읍,강원도 영월 영월
2019-04-16,16:14:00,2019-04-16,16:50:00,홍천,서,0.08,강원도 홍천군 서면,강원도 홍천 서
2019-01-22,12:30:00,2019-01-22,17:15:00,태백,백산,0.1,강원도 태백시 백산동,강원도 태백 백산
2019-01-20,12:30:00,2019-01-20,15:00:00,춘천,서,1.2,강원도 춘천시 서면,강원도 춘천 서
2019-01-19,22:40:00,2019-01-19,23:45:00,강릉,왕산,0.03,강원도 강릉시 왕산면,강원도 강릉 왕산
2019-01-10,11:17:00,2019-01-10,12:05:00,고성,토성,0.5,강원도 고성군 토성면,강원도 고성 토성
2019-01-01,16:12:00,2019-01-02,17:20:00,양양,서,20.0,강원도 양양군 서면,강원도 양양 서
2019-04-16,11:44:00,2019-04-16,18:00:00,고성,현내,0.2,강원도 고성군 현내면,강원도 고성 현내
2019-04-12,20:58:00,2019-04-12,23:10:00,양구,양구,0.3,강원도 양구군 양구읍,강원도 양구 양구
2019-04-08,14:45:00,2019-04-08,18:00:00,인제,남,0.5,강원도 인제군 남면,강원도 인제 남
2019-04-07,10:39:00,2019-04-07,12:21:00,영월,김삿갓,0.3,강원도 영월군 김삿갓면,강원도 영월 김삿갓
2019-04-04,23:46:00,2019-04-05,21:30:00,강릉,옥계,1260.0,강원도 강릉시 옥계면,강원도 강릉 옥계
2019-04-04,19:17:00,2019-04-05,18:00:00,고성,토성,1227.0,강원도 고성군 토성면,강원도 고성 토성
2019-04-04,16:16:00,2019-04-04,18:00:00,원주,부론,0.5,강원도 원주시 부론면,강원도 원주 부론
2019-04-04,14:45:00,2019-04-06,18:00:00,인제,남,345.0,강원도 인제군 남면,강원도 인제 남
2019-04-04,13:30:00,2019-04-04,14:05:00,횡성,횡성,0.05,강원도 횡성군 횡성읍,강원도 횡성 횡성
2019-04-03,14:22:00,2019-04-03,17:30:00,횡성,갑천,0.7,강원도 횡성군 갑천면,강원도 횡성 갑천
2019-04-01,19:00:00,2019-04-01,20:15:00,홍천,서,0.02,강원도 홍천군 서면,강원도 홍천 서
2019-03-17,12:40:00,2019-03-17,15:30:00,속초,도문,1.0,강원도 속초시 도문동,강원도 속초 도문
2019-03-13,18:59:00,2019-03-13,21:45:00,춘천,신북,0.02,강원도 춘천시 신북읍,강원도 춘천 신북
2019-03-13,10:47:00,2019-03-13,12:30:00,강릉,연곡,0.01,강원도 강릉시 연곡면,강원도 강릉 연곡
2019-03-12,15:00:00,2019-03-12,16:20:00,춘천,동,0.1,강원도 춘천시 동면,강원도 춘천 동
2019-03-09,07:50:00,2019-03-09,09:00:00,강릉,성산,0.1,강원도 강릉시 성산면,강원도 강릉 성산
2019-03-08,17:15:00,2019-03-08,18:30:00,홍천,서석,0.02,강원도 홍천군 서석면,강원도 홍천 서석
2019-03-06,13:49:00,2019-03-06,15:40:00,강릉,왕산,0.06,강원도 강릉시 왕산면,강원도 강릉 왕산
2019-03-04,13:34:00,2019-03-04,14:20:00,횡성,우천,0.1,강원도 횡성군 우천면,강원도 횡성 우천
2019-03-04,12:40:00,2019-03-04,18:00:00,홍천,동,0.6,강원도 홍천군 영귀미면,강원도 홍천 동
2019-03-03,11:45:00,2019-03-03,12:40:00,원주,단계,0.1,강원도 원주시 단계동,강원도 원주 단계
2019-03-02,16:08:00,2019-03-02,19:00:00,화천,화천,0.4,강원도 화천군 화천읍,강원도 화천 화천
2019-03-02,14:47:00,2019-03-02,15:40:00,춘천,남산,0.02,강원도 춘천시 남산면,강원도 춘천 남산
2019-02-27,14:12:00,2019-02-27,17:00:00,춘천,서,1.0,강원도 춘천시 서면,강원도 춘천 서
2019-02-27,11:34:00,2019-02-27,12:50:00,평창,용평,0.1,강원도 평창군 용평면,강원도 평창 용평
2019-01-30,17:20:00,2019-01-30,18:30:00,홍천,화촌,0.05,강원도 홍천군 화촌면,강원도 홍천 화촌
2019-01-30,16:23:00,2019-01-30,20:00:00,동해,신흥,0.5,강원도 동해시 신흥동,강원도 동해 신흥
2019-01-29,12:58:00,2019-01-29,14:30:00,횡성,청일,0.4,강원도 횡성군 청일면,강원도 횡성 청일
2019-01-27,18:58:00,2019-01-27,22:40:00,원주,신림,0.2,강원도 원주시 신림면,강원도 원주 신림
2019-01-27,14:22:00,2019-01-28,10:30:00,춘천,신북,2.0,강원도 춘천시 신북읍,강원도 춘천 신북
2019-01-27,02:58:00,2019-01-27,04:50:00,원주,신림,0.1,강원도 원주시 신림면,강원도 원주 신림
2019-01-26,14:15:00,2019-01-26,15:32:00,평창,방림,0.05,강원도 평창군 방림면,강원도 평창 방림
2019-01-25,15:15:00,2019-01-25,16:30:00,원주,지정,0.1,강원도 원주시 지정면,강원도 원주 지정
2019-01-24,15:48:00,2019-01-24,19:00:00,인제,서화,1.0,강원도 인제군 서화면,강원도 인제 서화
2020-04-04,16:52:00,2020-04-04,18:45:00,춘천,사북,0.3,강원도 춘천시 사북면,강원도 춘천 사북
2020-04-04,05:50:00,2020-04-04,06:44:00,횡성,우천,0.08,강원도 횡성군 우천면,강원도 횡성 우천
2020-04-04,03:26:00,2020-04-04,09:00:00,삼척,근덕,0.5,강원도 삼척시 근덕면,강원도 삼척 근덕
2020-04-03,14:44:00,2020-04-03,15:45:00,홍천,두촌,0.1,강원도 홍천군 두촌면,강원도 홍천 두촌
2020-04-02,19:20:00,2020-04-02,20:10:00,횡성,갑천,0.05,강원도 횡성군 갑천면,강원도 횡성 갑천
2020-04-01,11:44:00,2020-04-01,13:00:00,평창,미탄,0.05,강원도 평창군 미탄면,강원도 평창 미탄
2020-03-31,13:00:00,2020-03-31,15:00:00,철원,동송,2.0,강원도 철원군 동송읍,강원도 철원 동송
2020-03-26,12:27:00,2020-03-26,16:20:00,철원,갈말,5.0,강원도 철원군 갈말읍,강원도 철원 갈말
2020-03-26,11:03:00,2020-03-26,13:53:00,양양,현남,0.3,강원도 양양군 현남면,강원도 양양 현남
2020-03-25,16:01:00,2020-03-25,18:30:00,영월,상동,1.0,강원도 영월군 상동읍,강원도 영월 상동
2020-12-25,16:22:00,2020-12-25,18:20:00,영월,영월,0.3,강원도 영월군 영월읍,강원도 영월 영월
2020-12-12,18:25:00,2020-12-12,20:00:00,홍천,서,0.04,강원도 홍천군 서면,강원도 홍천 서
2020-12-12,15:16:00,2020-12-12,19:00:00,원주,신림,0.05,강원도 원주시 신림면,강원도 원주 신림
2020-12-12,11:43:00,2020-12-12,14:30:00,원주,신림,0.5,강원도 원주시 신림면,강원도 원주 신림
2020-12-08,20:37:00,2020-12-08,23:00:00,홍천,동,0.02,강원도 홍천군 영귀미면,강원도 홍천 동
2020-12-01,21:59:00,2020-12-01,00:30:00,횡성,우천,0.1,강원도 횡성군 우천면,강원도 횡성 우천
2020-11-16,12:33:00,2020-11-16,15:00:00,홍천,홍천,0.1,강원도 홍천군 홍천읍,강원도 홍천 홍천
2020-11-08,02:27:00,2020-11-08,04:40:00,동해,,0.11,강원도 동해시 천곡동,강원도 동해
2020-11-04,12:45:00,2020-11-04,14:30:00,철원,동송,0.01,강원도 철원군 동송읍,강원도 철원 동송
2020-10-30,14:23:00,2020-10-30,15:46:00,평창,진부,0.1,강원도 평창군 진부면,강원도 평창 진부
2020-10-29,14:00:00,2020-10-29,16:15:00,정선,신동,0.1,강원도 정선군 신동읍,강원도 정선 신동
2020-10-24,22:22:00,2020-10-25,07:00:00,삼척,노곡,0.6,강원도 삼척시 노곡면,강원도 삼척 노곡
2020-10-18,13:10:00,2020-10-18,16:30:00,홍천,화촌,0.01,강원도 홍천군 화촌면,강원도 홍천 화촌
2020-10-13,14:40:00,2020-10-13,17:00:00,홍천,화촌,0.01,강원도 홍천군 화촌면,강원도 홍천 화촌
2020-10-11,07:44:00,2020-10-11,10:30:00,홍천,화촌,0.01,강원도 홍천군 화촌면,강원도 홍천 화촌
2020-10-09,17:03:00,2020-10-09,00:00:00,홍천,서석,0.05,강원도 홍천군 서석면,강원도 홍천 서석
2020-10-06,14:17:00,2020-10-06,17:30:00,춘천,사북,0.01,강원도 춘천시 사북면,강원도 춘천 사북
2020-06-23,09:45:00,2020-06-23,13:30:00,홍천,동,0.15,강원도 홍천군 영귀미면,강원도 홍천 동
2020-06-13,15:10:00,2020-06-13,18:00:00,춘천,동,0.4,강원도 춘천시 동면,강원도 춘천 동
2020-06-08,15:15:00,2020-06-08,19:15:00,춘천,동,0.1,강원도 춘천시 동면,강원도 춘천 동
2020-05-08,16:00:00,2020-05-08,17:15:00,횡성,갑천,0.4,강원도 횡성군 갑천면,강원도 횡성 갑천
2020-05-08,15:00:00,2020-05-08,17:00:00,홍천,서,0.07,강원도 홍천군 서면,강원도 홍천 서
2020-05-08,14:50:00,2020-05-08,16:30:00,홍천,홍천,0.03,강원도 홍천군 홍천읍,강원도 홍천 홍천
2020-05-06,11:33:00,2020-05-06,13:20:00,철원,철원,0.06,강원도 철원군 철원읍,강원도 철원 철원
2020-05-01,20:10:00,2020-05-02,09:00:00,고성,토성,85.0,강원도 고성군 토성면,강원도 고성 토성
2020-05-01,15:21:00,2020-05-01,18:00:00,홍천,동,0.01,강원도 홍천군 영귀미면,강원도 홍천 동
2020-05-01,14:30:00,2020-05-01,16:30:00,춘천,동,0.2,강원도 춘천시 동면,강원도 춘천 동
2020-04-30,18:05:00,2020-04-30,20:00:00,원주,지정,0.01,강원도 원주시 지정면,강원도 원주 지정
2020-04-30,12:27:00,2020-04-30,17:00:00,홍천,서석,0.2,강원도 홍천군 서석면,강원도 홍천 서석
2020-04-27,11:28:00,2020-04-27,12:40:00,횡성,공근,0.02,강원도 횡성군 공근면,강원도 횡성 공근
2020-04-26,13:27:00,2020-04-26,15:30:00,춘천,동,0.01,강원도 춘천시 동면,강원도 춘천 동
2020-04-24,13:07:00,2020-04-24,14:20:00,춘천,남,1.0,강원도 춘천시 남면,강원도 춘천 남
2020-04-24,11:35:00,2020-04-24,14:00:00,철원,갈말,0.6,강원도 철원군 갈말읍,강원도 철원 갈말
2020-04-22,14:23:00,2020-04-22,16:10:00,인제,인제,0.2,강원도 인제군 인제읍,강원도 인제 인제
2020-04-22,13:48:00,2020-04-22,15:15:00,강릉,성산,0.3,강원도 강릉시 성산면,강원도 강릉 성산
2020-04-16,15:23:00,2020-04-16,17:04:00,인제,인제,0.01,강원도 인제군 인제읍,강원도 인제 인제
2020-04-15,14:50:00,2020-04-15,16:45:00,평창,대화,0.2,강원도 평창군 대화면,강원도 평창 대화
2020-04-14,17:48:00,2020-04-15,12:00:00,철원,서,19.0,강원도 철원군 서면,강원도 철원 서
2020-04-13,19:16:00,2020-04-13,20:03:00,화천,사내,0.05,강원도 화천군 사내면,강원도 화천 사내
2020-04-13,12:10:00,2020-04-13,14:22:00,횡성,갑천,0.8,강원도 횡성군 갑천면,강원도 횡성 갑천
2020-04-11,14:34:00,2020-04-11,15:02:00,횡성,우천,0.01,강원도 횡성군 우천면,강원도 횡성 우천
2020-04-10,11:56:00,2020-04-10,13:29:00,평창,진부,0.3,강원도 평창군 진부면,강원도 평창 진부
2020-04-10,11:51:00,2020-04-10,13:30:00,원주,신림,0.5,강원도 원주시 신림면,강원도 원주 신림
2020-04-08,13:36:00,2020-04-08,15:55:00,원주,소초,1.5,강원도 원주시 소초면,강원도 원주 소초
2020-04-08,12:30:00,2020-04-08,15:00:00,영월,주천,0.8,강원도 영월군 주천면,강원도 영월 주천
2020-03-15,14:52:00,2020-03-15,15:45:00,강릉,,0.04,강원도 강릉시 홍제동,강원도 강릉
2020-03-15,14:29:00,2020-03-15,15:32:00,홍천,서,0.06,강원도 홍천군 서면,강원도 홍천 서
