iter	MultiClass
567	0.1415571846
568	0.1411313917
569	0.1408305118
570	0.140434035
571	0.1400796082
572	0.1399060197
573	0.139497595
574	0.1390101509
575	0.1386464742
576	0.1382592874
577	0.1379488456
578	0.1374628161
579	0.1370463241
580	0.136700184
581	0.1364537863
582	0.1359136005
583	0.1355130365
584	0.1353116269
585	0.1349039561
586	0.1345595249
587	0.1341663484
588	0.1338174513
589	0.133425608
590	0.1330250131
591	0.1327366811
592	0.1322975277
593	0.1320058602
594	0.1316996984
595	0.1315594458
596	0.1313825611
597	0.1310329331
598	0.130671448
599	0.1300673165
600	0.1296677921
601	0.1294187635
602	0.1290952036
603	0.1288016806
604	0.1286451295
605	0.1284080019
606	0.1282174242
607	0.1278969113
608	0.1274814863
609	0.1273036946
610	0.1270342673
611	0.1268691683
612	0.126578516
613	0.1262610203
614	0.1261381634
615	0.1258033469
616	0.1254889487
617	0.1251733745
618	0.1247162592
619	0.1245348513
620	0.1242689831
621	0.1239842732
622	0.123742481
623	0.1234206523
624	0.1230970987
625	0.1228418744
626	0.1226162413
627	0.1224663579
628	0.1222715195
629	0.1222119679
630	0.1218710147
631	0.1216084193
632	0.1213890806
633	0.1211038777
634	0.120749081
635	0.1204692001
636	0.1203538661
637	0.1200658447
638	0.1198464155
639	0.1194857192
640	0.1191132178
641	0.1188645647
642	0.1184708289
643	0.1182022797
644	0.1178593441
645	0.1175606101
646	0.1172632941
647	0.1169608713
648	0.1167294316
649	0.1164296907
650	0.1162156262
651	0.1160016334
652	0.1157886965
653	0.1155469554
654	0.1152540959
655	0.1149213595
656	0.1146755182
657	0.1144722306
658	0.1142311968
659	0.1138277546
660	0.1135896971
661	0.1131866854
662	0.1130070049
663	0.1128142995
664	0.112587791
665	0.1122201653
666	0.1119537307
667	0.1117060069
668	0.11146329
669	0.1113262392
670	0.1110457127
671	0.1107607321
672	0.1106244397
673	0.1103801791
674	0.1101780883
675	0.1100300149
676	0.1098050737
677	0.1096781472
678	0.1091684128
679	0.1087415321
680	0.1083641583
681	0.1079528144
682	0.1076979121
683	0.1074706861
684	0.1072795703
685	0.1071164737
686	0.1069025151
687	0.1065048963
688	0.1062454443
689	0.1061118471
690	0.1058672251
691	0.1056656563
692	0.1054201899
693	0.1051557658
694	0.1050397612
695	0.1048580538
696	0.1047093499
697	0.1044788112
698	0.1042398375
699	0.1039676168
700	0.1036970699
701	0.1034364285
702	0.1032156778
703	0.1030309625
704	0.1028473374
705	0.1027407386
706	0.1025206009
707	0.1022968618
708	0.1021444108
709	0.1017916975
710	0.1015627978
711	0.1013349157
712	0.1009696418
713	0.1007666118
714	0.1005856385
715	0.1003540418
716	0.1002208105
717	0.1000060472
718	0.09979722216
719	0.09965443499
720	0.09942993165
721	0.09920646269
722	0.09896685779
723	0.09871662224
724	0.09854017279
725	0.09831333582
726	0.09801791164
727	0.09787575937
728	0.09766493102
729	0.09747327397
730	0.09734971268
731	0.09717626718
732	0.09697382798
733	0.09676148091
734	0.09645935099
735	0.09622983454
736	0.09601751707
737	0.09574218362
738	0.09556431179
739	0.09535118646
740	0.09508404407
741	0.09486636598
742	0.09463778502
743	0.09457946684
744	0.09439787189
745	0.09420969914
746	0.09411013847
747	0.09385039595
748	0.0936761952
749	0.09351954683
750	0.09334919711
751	0.09318202112
752	0.09287151335
753	0.09260930274
754	0.09241694111
755	0.09231509902
756	0.09213159
757	0.09194242934
758	0.09175906863
759	0.09157938621
760	0.09130284701
761	0.09105936619
762	0.09076922541
763	0.09052927819
764	0.0903503341
765	0.09019896606
766	0.09001295783
767	0.089813605
768	0.08968608699
769	0.08949453516
770	0.08928028166
771	0.08912372872
772	0.08892764102
773	0.08881894227
774	0.0886807916
775	0.08841821653
776	0.08816647351
777	0.08801670218
778	0.08791019327
779	0.08772248076
780	0.08753201998
781	0.08739059363
782	0.08721851948
783	0.08697402789
784	0.08680692671
785	0.08665667306
786	0.08652258808
787	0.08627000748
788	0.08611648901
789	0.0859802625
790	0.08586688824
791	0.08576010324
792	0.08560529175
793	0.08537381238
794	0.08531101513
795	0.08520738845
796	0.08514023545
797	0.08502410795
798	0.08491292917
799	0.08472822808
800	0.08457023218
801	0.08444339273
802	0.08432253357
803	0.08405858502
804	0.08397606127
805	0.08369548074
806	0.08347836807
807	0.08331252485
808	0.08313169736
809	0.08301122344
810	0.0829446827
811	0.08278435138
812	0.08261687219
813	0.08246416746
814	0.08229527978
815	0.0821211032
816	0.08198220315
817	0.08179244561
818	0.08155806002
819	0.08141288219
820	0.0812110036
821	0.08111814248
822	0.08096523454
823	0.08082497303
824	0.08059096726
825	0.08048575785
826	0.08029218438
827	0.0801530927
828	0.08000461977
829	0.0798398459
830	0.07964764276
831	0.0793711685
832	0.07918611564
833	0.07910319771
834	0.0789849696
835	0.07876852783
836	0.078660911
837	0.07844224679
838	0.07829232435
839	0.07814795077
840	0.07800100534
841	0.07782142246
842	0.07766542178
843	0.07759338267
844	0.07751646543
845	0.0773671236
846	0.07717859726
847	0.07696949815
848	0.07681305904
849	0.07668659593
850	0.0765737129
851	0.07640861751
852	0.07632113804
853	0.07610104779
854	0.07599922167
855	0.07594580351
856	0.07581348886
857	0.07566860427
858	0.07549195758
859	0.07541978222
860	0.07527743473
861	0.07512055939
862	0.07500566848
863	0.07489429074
864	0.07474455902
865	0.07462197853
866	0.07455297094
867	0.07435543793
868	0.07425701731
869	0.074104629
870	0.07400015264
871	0.07385947954
872	0.07374578412
873	0.07364115963
874	0.07351002615
875	0.0733721723
876	0.07316231055
877	0.0730267233
878	0.07283189817
879	0.07262291755
880	0.07251536146
881	0.07243776324
882	0.07230223481
883	0.07217523388
884	0.0720216717
885	0.07194558232
886	0.07185596807
887	0.07174977963
888	0.07167131855
889	0.07154350465
890	0.07136159709
891	0.07121432008
892	0.07110868314
893	0.07099830483
894	0.07088187154
895	0.07078189177
896	0.07065173345
897	0.07048239406
898	0.07044617351
899	0.07036954548
900	0.07022306337
901	0.07004243619
902	0.06986469675
903	0.0697711108
904	0.06956281399
905	0.0694410945
906	0.06934027612
907	0.06923728475
908	0.06908599442
909	0.06900297892
910	0.06888245543
911	0.06874126237
912	0.06870036216
913	0.06856327627
914	0.06843018004
915	0.06829781519
916	0.06821454897
917	0.06807839357
918	0.06794925682
919	0.0678365717
920	0.0677403544
921	0.06762757979
922	0.06753773888
923	0.0674447949
924	0.06736427077
925	0.06726078949
926	0.06713079682
927	0.06706474408
928	0.06691637003
929	0.06677586273
930	0.06664301709
931	0.06654225865
932	0.06642815605
933	0.06635664675
934	0.0661724286
935	0.06607272169
936	0.06601181868
937	0.06588377174
938	0.06581471558
939	0.06569805157
940	0.06558153039
941	0.06547739007
942	0.06543521423
943	0.06530592554
944	0.06515819604
945	0.06501246293
946	0.06490664644
947	0.06477515932
948	0.06469445413
949	0.06456354116
950	0.0643926868
951	0.06432836034
952	0.06422235364
953	0.0640685646
954	0.0640256048
955	0.06390377185
956	0.06383101963
957	0.06372989651
958	0.06361988624
959	0.06350592374
960	0.06345711896
961	0.06340062366
962	0.06329347004
963	0.06317269112
964	0.0630850573
965	0.06296765763
966	0.06288009784
967	0.06279008744
968	0.06269233069
969	0.06256381755
970	0.06243934138
971	0.06235953343
972	0.06222250596
973	0.06211655785
974	0.0619921374
975	0.06190296764
976	0.06184291535
977	0.06176623216
978	0.06171091667
979	0.06160158518
980	0.06158123751
981	0.06146107556
982	0.06137424074
983	0.06131943563
984	0.06121634246
985	0.06105885522
986	0.06099084858
987	0.06089399162
988	0.06080740365
989	0.06069002188
990	0.06061236236
991	0.06054874398
992	0.06040426412
993	0.06031890599
994	0.06022333744
995	0.06014401566
996	0.06001376075
997	0.05991916286
998	0.05984791722
999	0.05973669811
