original_fire_id,start_datetime,total_duration_hours,final_damage_area_ha,duration_hours,estimated_damage_area,timestamp,lat,lng,T2M,RH2M,WS10M,WD10M,PRECTOTCORR,FFMC,DMC,DC,ISI,BUI,FWI
642,2020-03-26 11:03:00,2.8333333333333335,0.3,1,0.10588235294117646,2020-03-26 12:03:00,37.9692314024179,128.759480350041,17.17,46.64,0.71,53.0,0.0,85.79459100037593,6.867825087696,21.5946,11.723874740462515,7.6518064745997805,76682.48355600593
642,2020-03-26 11:03:00,2.8333333333333335,0.3,2,0.2117647058823529,2020-03-26 13:03:00,37.9692314024179,128.759480350041,17.19,47.84,1.16,77.5,0.0,85.76962489893936,6.849237417152,21.5982,11.950954022290828,7.64081909708482,87318.5324009458
642,2020-03-26 11:03:00,2.8333333333333335,0.3,3,0.3176470588235294,2020-03-26 14:03:00,37.9692314024179,128.759480350041,16.98,50.64,1.65,95.6,0.0,85.6358503019484,6.794422269184,21.5604,12.022994937648809,7.600722781642229,87801.07730660443
643,2020-03-25 16:01:00,2.4833333333333334,1.0,1,0.40268456375838924,2020-03-25 17:01:00,37.1269849168596,128.826799439002,12.54,68.72,2.25,210.4,0.0,84.54583693766845,6.379803486656,20.7612,10.664686855891961,7.216007578035417,26507.89799535238
643,2020-03-25 16:01:00,2.4833333333333334,1.0,2,0.8053691275167785,2020-03-25 18:01:00,37.1269849168596,128.826799439002,9.48,78.33,2.28,203.0,0.0,84.2406943926739,6.204090322348,20.2104,10.24945044783674,7.020433949406175,17187.015234243914
643,2020-03-25 16:01:00,2.4833333333333334,1.0,3,1.2080536912751678,2020-03-25 19:01:00,37.1269849168596,128.826799439002,8.59,77.47,2.33,200.3,0.0,84.25366409954057,6.194340269826,20.0502,10.293242857858624,6.989958586870211,17177.600690462983
644,2020-12-25 16:22:00,1.9666666666666666,0.3,1,0.15254237288135594,2020-12-25 17:22:00,37.1874352109429,128.466067893114,-4.53,80.28,5.48,287.6,0.0,84.14529994198472,5.939788580872,17.6886,11.88964022758904,6.458068324425735,26119.398414383202
644,2020-12-25 16:22:00,1.9666666666666666,0.3,2,0.3050847457627119,2020-12-25 18:22:00,37.1874352109429,128.466067893114,-5.65,87.6,4.46,289.1,0.0,84.22986979094316,5.9497760444,17.487000000000002,11.422890276717869,6.430105293927091,19584.737652960084
645,2020-12-12 18:25:00,1.5833333333333333,0.04,1,0.025263157894736845,2020-12-12 19:25:00,37.6885985446756,127.664103886782,-1.45,72.45,1.72,283.1,0.0,84.36901120774883,5.99141643935,18.243,10.138024777923924,6.580152906176193,10783.814804741425
645,2020-12-12 18:25:00,1.5833333333333333,0.04,2,0.05052631578947369,2020-12-12 20:25:00,37.6885985446756,127.664103886782,-1.6,75.43,1.71,273.3,0.0,84.33913179346861,5.9890641387,18.216,10.092144683032341,6.5743414293154805,10438.951740515908
646,2020-12-12 15:16:00,3.7333333333333334,0.05,1,0.013392857142857144,2020-12-12 16:16:00,37.2306925112002,128.079484645368,0.24,68.33,3.21,309.4,0.0,84.36891685927824,6.037777280804,18.5472,10.92836329523913,6.657454994697595,18432.62002050464
646,2020-12-12 15:16:00,3.7333333333333334,0.05,2,0.026785714285714288,2020-12-12 17:16:00,37.2306925112002,128.079484645368,-2.57,77.91,2.85,306.3,0.0,84.2588364572557,5.971093807986,18.0414,10.573873457696271,6.5350148492471245,13356.601316156351
646,2020-12-12 15:16:00,3.7333333333333334,0.05,3,0.04017857142857143,2020-12-12 18:16:00,37.2306925112002,128.079484645368,-2.8,78.48,2.59,306.7,0.0,84.2709769081816,5.96743365488,18.0,10.45330599034242,6.526028296973798,12346.766948268232
646,2020-12-12 15:16:00,3.7333333333333334,0.05,4,0.053571428571428575,2020-12-12 19:16:00,37.2306925112002,128.079484645368,-2.82,78.28,2.38,308.8,0.0,84.28432099896276,5.966744299488,17.9964,10.361868654682299,6.525024544429672,11693.823981781672
647,2020-12-12 11:43:00,2.783333333333333,0.5,1,0.17964071856287425,2020-12-12 12:43:00,37.2306925112002,128.079484645368,3.58,43.91,7.09,313.9,0.0,85.23890549817646,6.233673318216,19.1484,14.966497363997753,6.873365516803057,217315.57045276108
647,2020-12-12 11:43:00,2.783333333333333,0.5,2,0.3592814371257485,2020-12-12 13:43:00,37.2306925112002,128.079484645368,3.78,42.31,7.03,313.7,0.0,85.31595867090428,6.250609882896,19.1844,15.081283622621562,6.889457907016769,235320.7102327123
647,2020-12-12 11:43:00,2.783333333333333,0.5,3,0.5389221556886228,2020-12-12 14:43:00,37.2306925112002,128.079484645368,3.53,43.67,6.62,313.0,0.0,85.24445612784592,6.232165976422,19.139400000000002,14.62742851789798,6.870999611699359,180872.69944103606
648,2020-12-08 20:37:00,2.3833333333333333,0.02,1,0.008391608391608392,2020-12-08 21:37:00,37.6780725461921,127.935063630646,-6.08,71.66,1.95,292.9,0.0,84.37769095913413,5.874366048024,17.4096,10.268231887252307,6.372875634936214,9613.206782738871
648,2020-12-08 20:37:00,2.3833333333333333,0.02,2,0.016783216783216783,2020-12-08 22:37:00,37.6780725461921,127.935063630646,-6.54,71.89,1.95,295.5,0.0,84.37761070993207,5.863875098688,17.3268,10.268120611745221,6.352819469550287,9434.65571604935
648,2020-12-08 20:37:00,2.3833333333333333,0.02,3,0.025174825174825173,2020-12-08 23:37:00,37.6780725461921,127.935063630646,-6.87,72.14,1.89,298.1,0.0,84.38029102628566,5.856901606604,17.2674,10.240829034572624,6.338737659113924,9166.31720770647
650,2020-11-16 12:33:00,2.45,0.1,1,0.04081632653061224,2020-11-16 13:33:00,37.68943404802,127.884306327398,15.26,61.76,3.8,56.3,0.0,84.91583906567924,6.556902305152,21.250799999999998,12.128230991497665,7.403193852488851,77174.29800284651
650,2020-11-16 12:33:00,2.45,0.1,2,0.08163265306122448,2020-11-16 14:33:00,37.68943404802,127.884306327398,15.19,63.92,4.37,64.8,0.0,84.79757905792897,6.523197241776,21.2382,12.281115019366668,7.379761099875874,82632.29638397579
650,2020-11-16 12:33:00,2.45,0.1,3,0.12244897959183673,2020-11-16 15:33:00,37.68943404802,127.884306327398,14.22,70.18,4.67,71.0,0.0,84.46455376900253,6.406671967632,21.0636,11.915757827567743,7.278670816504539,60139.61589026038
651,2020-11-08 02:27:00,2.216666666666667,0.11,1,0.04962406015037594,2020-11-08 03:27:00,37.5203493506131,128.99437831764,4.44,100.0,4.05,262.2,0.0,85.04770672490858,6.0,19.3032,12.506542576165726,6.752676135171064,49837.448163588255
651,2020-11-08 02:27:00,2.216666666666667,0.11,2,0.09924812030075188,2020-11-08 04:27:00,37.5203493506131,128.99437831764,4.83,100.0,4.97,259.0,0.0,85.04770672490858,6.0,19.3734,13.0999801307894,6.7633926233657435,70074.20664517966
651,2020-11-08 02:27:00,2.216666666666667,0.11,3,0.14887218045112782,2020-11-08 05:27:00,37.5203493506131,128.99437831764,4.9,96.0,5.45,264.8,0.0,84.39498401767686,6.02136432,19.386,12.277345803841442,6.778871414810615,45010.844855696974
652,2020-11-04 12:45:00,1.75,0.01,1,0.005714285714285714,2020-11-04 13:45:00,38.2072165163278,127.208191410563,6.3,43.01,6.24,293.0,0.0,85.40911564407031,6.37541205068,19.637999999999998,14.681139012265993,7.038367227235106,225192.86340331004
652,2020-11-04 12:45:00,1.75,0.01,2,0.011428571428571429,2020-11-04 14:45:00,38.2072165163278,127.208191410563,6.02,47.39,5.55,292.5,0.0,85.19416661228414,6.333446472976,19.587600000000002,13.763646180036641,7.004672877130952,131146.84885847766
653,2020-10-30 14:23:00,1.3833333333333333,0.1,1,0.07228915662650603,2020-10-30 15:23:00,37.6373898432815,128.553137969179,11.55,62.77,3.96,44.0,0.03,84.71943666742091,6.41923872771,20.583,11.902281517178043,7.213935819848595,55993.68367562139
653,2020-10-30 14:23:00,1.3833333333333333,0.1,2,0.14457831325301207,2020-10-30 16:23:00,37.6373898432815,128.553137969179,10.45,68.28,3.63,45.1,0.02,84.47755626789252,6.32613168588,20.384999999999998,11.327315491839645,7.124697328128016,36438.33886481366
654,2020-10-29 14:00:00,2.25,0.1,1,0.044444444444444446,2020-10-29 15:00:00,37.2182019484655,128.671426990821,13.09,40.9,2.14,323.6,0.0,85.82771178805298,6.74653076322,20.8602,12.658384210477276,7.460744073788162,112173.689354385
654,2020-10-29 14:00:00,2.25,0.1,2,0.08888888888888889,2020-10-29 16:00:00,37.2182019484655,128.671426990821,11.87,51.14,1.89,331.3,0.0,85.29388714819785,6.564119706556,20.6406,11.60450501275886,7.313580609259031,51591.779692766446
654,2020-10-29 14:00:00,2.25,0.1,3,0.13333333333333333,2020-10-29 17:00:00,37.2182019484655,128.671426990821,8.83,74.26,1.81,338.3,0.0,84.35301596564824,6.227528405676,20.0934,10.16214369380453,7.0176346681728,16245.656393375857
655,2020-10-24 22:22:00,8.633333333333333,0.6,1,0.0694980694980695,2020-10-24 23:22:00,37.3477672516229,129.164074412158,11.13,68.87,8.69,290.4,0.0,84.3681608503117,6.338909240582,20.5074,14.402426280104738,7.151462866825152,219479.30922177943
655,2020-10-24 22:22:00,8.633333333333333,0.6,2,0.138996138996139,2020-10-25 00:22:00,37.3477672516229,129.164074412158,11.16,69.21,8.74,292.3,0.0,84.35297571192847,6.336029953372,20.5128,14.40919697801154,7.150450446865243,220053.70439987068
655,2020-10-24 22:22:00,8.633333333333333,0.6,3,0.2084942084942085,2020-10-25 01:22:00,37.3477672516229,129.164074412158,11.22,69.9,8.73,294.7,0.0,84.32412442138526,6.33010722976,20.523600000000002,14.346005399859413,7.148315511491858,211996.5282310136
655,2020-10-24 22:22:00,8.633333333333333,0.6,4,0.277992277992278,2020-10-25 02:22:00,37.3477672516229,129.164074412158,11.26,70.55,8.62,296.4,0.0,84.29865972882206,6.32402730036,20.5308,14.217834853797525,7.1455276633362,196858.93343047466
655,2020-10-24 22:22:00,8.633333333333333,0.6,5,0.34749034749034746,2020-10-25 03:22:00,37.3477672516229,129.164074412158,11.26,70.79,8.5,297.4,0.0,84.29054480308608,6.321386670408,20.5308,14.116684917680896,7.143841740913254,185759.5744380749
655,2020-10-24 22:22:00,8.633333333333333,0.6,6,0.416988416988417,2020-10-25 04:22:00,37.3477672516229,129.164074412158,11.3,70.26,8.39,297.6,0.0,84.31628149569647,6.32827701968,20.538,14.087413836981513,7.1493304251419,183863.40894203438
655,2020-10-24 22:22:00,8.633333333333333,0.6,7,0.4864864864864865,2020-10-25 05:22:00,37.3477672516229,129.164074412158,11.31,69.99,8.18,296.8,0.0,84.33199564951498,6.331524485338,20.5398,13.968688499151988,7.1516751553177755,172527.1065845458
655,2020-10-24 22:22:00,8.633333333333333,0.6,8,0.555984555984556,2020-10-25 06:22:00,37.3477672516229,129.164074412158,11.27,69.83,7.89,295.0,0.0,84.34324480790262,6.332217757522,20.532600000000002,13.786947993633046,7.151025935493441,155728.29232459905
655,2020-10-24 22:22:00,8.633333333333333,0.6,9,0.6254826254826255,2020-10-25 07:22:00,37.3477672516229,129.164074412158,11.74,67.48,7.64,293.5,0.0,84.46354078188315,6.3717007122239995,20.6172,13.837507592014733,7.1890222729606785,166937.99352962096
656,2020-10-18 13:10:00,3.3333333333333335,0.01,1,0.003,2020-10-18 14:10:00,37.7710054077675,127.966895174076,15.37,55.06,4.19,282.7,0.0,85.3185742219556,6.658877231124,21.2706,13.07509383456859,7.470810009522142,144988.4213347144
656,2020-10-18 13:10:00,3.3333333333333335,0.01,2,0.006,2020-10-18 15:10:00,37.7710054077675,127.966895174076,14.96,57.8,4.17,282.9,0.0,85.12349823406906,6.60330347176,21.1968,12.714458493049133,7.424409770600557,111784.59876591986
656,2020-10-18 13:10:00,3.3333333333333335,0.01,3,0.009000000000000001,2020-10-18 16:10:00,37.7710054077675,127.966895174076,14.0,64.69,3.61,279.4,0.0,84.72301009476251,6.47462706258,21.024,11.699910083175725,7.316338768085778,54798.35213664136
656,2020-10-18 13:10:00,3.3333333333333335,0.01,4,0.012,2020-10-18 17:10:00,37.7710054077675,127.966895174076,11.2,82.96,2.53,268.2,0.0,84.14062819564813,6.18657460656,20.52,10.240914599547805,7.055353250592473,17641.207189800007
657,2020-10-13 14:40:00,2.3333333333333335,0.01,1,0.004285714285714286,2020-10-13 15:40:00,37.7710054077675,127.966895174076,13.84,68.82,2.84,343.0,0.65,82.08663992821091,6.414671837256,20.9952,7.991358435604222,7.27358803480802,4885.711646611842
657,2020-10-13 14:40:00,2.3333333333333335,0.01,2,0.008571428571428572,2020-10-13 16:40:00,37.7710054077675,127.966895174076,13.4,70.14,2.34,342.6,0.3,84.51017158208879,6.3854212346,20.916,10.661449225151852,7.24290070596236,27112.11085142442
657,2020-10-13 14:40:00,2.3333333333333335,0.01,3,0.012857142857142859,2020-10-13 17:40:00,37.7710054077675,127.966895174076,12.48,78.32,1.15,335.2,0.03,84.3290725354321,6.262081810592,20.7504,9.798040753914528,7.138499914648829,14394.17934176938
658,2020-10-11 07:44:00,2.7666666666666666,0.01,1,0.0036144578313253013,2020-10-11 08:44:00,37.7710054077675,127.966895174076,10.26,83.93,2.42,90.0,0.0,84.14226886136898,6.162506987936,20.3508,10.186546426259323,7.014666251133101,16448.34895044548
658,2020-10-11 07:44:00,2.7666666666666666,0.01,2,0.007228915662650603,2020-10-11 09:44:00,37.7710054077675,127.966895174076,12.58,71.1,2.48,93.7,0.0,84.45528137161486,6.35193444336,20.7684,10.657375971202494,7.1992286288092915,25987.15274650663
658,2020-10-11 07:44:00,2.7666666666666666,0.01,3,0.010843373493975903,2020-10-11 10:44:00,37.7710054077675,127.966895174076,14.63,62.01,1.65,106.9,0.0,84.89295804117108,6.531956167886,21.1374,10.848858419799978,7.370085680411141,34214.31259863754
660,2020-10-06 14:17:00,3.216666666666667,0.01,1,0.0031088082901554403,2020-10-06 15:17:00,38.0298510072252,127.640812477483,14.95,55.84,3.73,303.2,0.0,85.2409774827711,6.63093109824,21.195,12.639038214559715,7.4415633356653945,108767.94179205809
660,2020-10-06 14:17:00,3.216666666666667,0.01,2,0.0062176165803108805,2020-10-06 16:17:00,38.0298510072252,127.640812477483,12.9,74.58,2.41,304.7,0.0,84.34961820909577,6.3167972584,20.826,10.469276932178305,7.185190033703897,22839.090059369904
660,2020-10-06 14:17:00,3.216666666666667,0.01,3,0.00932642487046632,2020-10-06 17:17:00,38.0298510072252,127.640812477483,9.57,80.85,2.68,307.1,0.0,84.16972494154467,6.18189092449,20.226599999999998,10.358941459295439,7.008631370837683,18187.705569312082
660,2020-10-06 14:17:00,3.216666666666667,0.01,4,0.012435233160621761,2020-10-06 18:17:00,38.0298510072252,127.640812477483,8.56,81.23,2.67,320.5,0.0,84.16801893496817,6.161405835276,20.044800000000002,10.351354152461507,6.968125233693742,17451.052018461207
661,2020-06-23 09:45:00,3.75,0.15,1,0.04,2020-06-23 10:45:00,37.6780725461921,127.935063630646,30.6,36.66,2.89,144.7,0.0,87.97196238244,8.05357730328,24.512,17.823918149693814,8.843324721188045,10818447.420903357
661,2020-06-23 09:45:00,3.75,0.15,2,0.08,2020-06-23 11:45:00,37.6780725461921,127.935063630646,31.21,33.44,3.35,169.0,0.0,88.2747387012774,8.199500199936,24.6218,19.05113977589229,8.948758460892453,25139452.26197373
661,2020-06-23 09:45:00,3.75,0.15,3,0.12,2020-06-23 12:45:00,37.6780725461921,127.935063630646,31.22,31.53,3.89,191.7,0.0,88.42386389040455,8.263317151104001,24.6236,19.999982048694037,8.986930681153531,45481405.462611794
661,2020-06-23 09:45:00,3.75,0.15,4,0.16,2020-06-23 13:45:00,37.6780725461921,127.935063630646,30.83,31.58,3.96,197.8,0.0,88.36659687208498,8.234373247656,24.5534,19.906415638625845,8.958123486909363,41571215.28587709
662,2020-06-13 15:10:00,2.8333333333333335,0.4,1,0.1411764705882353,2020-06-13 16:10:00,37.910341608957,127.781091988381,28.77,51.16,3.16,212.6,0.0,86.83422185819393,7.492054244208,24.1826,15.359479385416263,8.443989803417194,1586116.9845422998
662,2020-06-13 15:10:00,2.8333333333333335,0.4,2,0.2823529411764706,2020-06-13 17:10:00,37.910341608957,127.781091988381,26.96,64.81,2.99,220.2,0.01,85.5208454312526,7.009905338664,23.8568,12.658429364765706,8.082532227334864,208132.89489564172
662,2020-06-13 15:10:00,2.8333333333333335,0.4,3,0.4235294117647059,2020-06-13 18:10:00,37.910341608957,127.781091988381,24.71,76.58,2.47,231.1,0.16,84.50831888055725,6.618227941752,23.4518,10.728822860890354,7.760978214790441,45159.59059296109
663,2020-06-08 15:15:00,4.0,0.1,1,0.025,2020-06-08 16:15:00,37.910341608957,127.781091988381,27.42,57.96,3.12,255.2,0.0,86.15208690341403,7.226269603008,23.9396,13.918744064774856,8.23677539907013,530592.5414149393
663,2020-06-08 15:15:00,4.0,0.1,2,0.05,2020-06-08 17:15:00,37.910341608957,127.781091988381,25.79,64.9,2.94,259.2,0.0,85.40423421297486,6.96532077564,23.6462,12.423614833107536,8.022667609033778,169467.9740343494
663,2020-06-08 15:15:00,4.0,0.1,3,0.07500000000000001,2020-06-08 18:15:00,37.910341608957,127.781091988381,22.32,77.62,2.61,262.5,0.0,84.3829288386919,6.536069017296,23.0216,10.622980585073917,7.645527971245974,38050.14934102027
663,2020-06-08 15:15:00,4.0,0.1,4,0.1,2020-06-08 19:15:00,37.910341608957,127.781091988381,20.18,79.54,2.76,269.0,0.0,84.24995796289308,6.445298249088,22.636400000000002,10.513465879679547,7.530306248793736,32008.671083647565
664,2020-05-08 16:00:00,1.25,0.4,1,0.32,2020-05-08 17:00:00,37.5609554668992,128.11019928627,20.26,49.14,2.22,182.8,0.0,86.0012235495478,7.111095372096,23.1508,13.022472023546733,8.044633551765692,251394.8513726063
664,2020-05-08 16:00:00,1.25,0.4,2,0.64,2020-05-08 18:00:00,37.5609554668992,128.11019928627,18.12,63.37,1.39,197.6,0.09,84.97555978871887,6.7200522909360005,22.7656,10.829717141225078,7.733259041204511,47010.6334040777
665,2020-05-08 15:00:00,2.0,0.07,1,0.035,2020-05-08 16:00:00,37.6885985446756,127.664103886782,22.37,40.48,1.7,182.4,0.0,86.60809957778673,7.428728626944,23.5306,13.819563090562784,8.30367638353061,534856.4218080263
665,2020-05-08 15:00:00,2.0,0.07,2,0.07,2020-05-08 17:00:00,37.6885985446756,127.664103886782,20.62,50.83,0.65,260.2,0.31,85.8522553099622,7.092279451824,23.215600000000002,11.783202342478946,8.042315342412897,115098.03218006928
666,2020-05-08 14:50:00,1.6666666666666667,0.03,1,0.018,2020-05-08 15:50:00,37.68943404802,127.884306327398,20.94,42.46,2.26,182.8,0.0,86.41724824959368,7.297045413216,23.2732,13.836352485526554,8.181248678925893,476331.90066734515
666,2020-05-08 14:50:00,1.6666666666666667,0.03,2,0.036,2020-05-08 16:50:00,37.68943404802,127.884306327398,20.64,44.35,2.48,169.1,0.0,86.30735832890062,7.23736675356,23.2192,13.77518073888191,8.135329049549982,437597.711465356
667,2020-05-06 11:33:00,1.7833333333333334,0.06,1,0.033644859813084106,2020-05-06 12:33:00,38.2159947520532,127.214250148342,23.15,32.58,2.71,348.1,0.0,87.11318101783577,7.6721461206,23.671,15.622942057051757,8.476153305405441,1924771.8630988342
667,2020-05-06 11:33:00,1.7833333333333334,0.06,2,0.06728971962616821,2020-05-06 13:33:00,38.2159947520532,127.214250148342,23.54,31.09,2.44,354.4,0.0,87.17570690117526,7.7365875690240005,23.7412,15.549749134349788,8.52667104370276,1947371.6200249726
668,2020-05-01 20:10:00,12.833333333333334,85.0,1,6.623376623376623,2020-05-01 21:10:00,38.257289697991,128.558906495609,18.38,80.37,7.86,244.7,0.0,83.99259424134556,6.391095651024,22.8124,13.13375189428721,7.5171800724908024,157422.62889588493
668,2020-05-01 20:10:00,12.833333333333334,85.0,2,13.246753246753245,2020-05-01 22:10:00,38.257289697991,128.558906495609,18.12,83.53,8.71,245.1,0.03,83.82253376877676,6.323758155384,22.7656,13.402192257049741,7.464117478820384,174369.04523783483
668,2020-05-01 20:10:00,12.833333333333334,85.0,3,19.87012987012987,2020-05-01 23:10:00,38.257289697991,128.558906495609,17.86,86.07,8.93,247.7,0.04,83.72620260101476,6.2701240073280005,22.7188,13.380076278079706,7.420393035791823,164439.67393598167
668,2020-05-01 20:10:00,12.833333333333334,85.0,4,26.49350649350649,2020-05-02 00:10:00,38.257289697991,128.558906495609,17.74,86.4,8.94,250.7,0.03,83.71740763435535,6.2620556582399995,22.6972,13.371293006837451,7.411862371503409,162148.21434628186
668,2020-05-01 20:10:00,12.833333333333334,85.0,5,33.116883116883116,2020-05-02 01:10:00,38.257289697991,128.558906495609,17.69,86.03,8.95,251.9,0.03,83.72741955103815,6.268470715788,22.688200000000002,13.3957189181089,7.415152653521842,165031.10993477897
668,2020-05-01 20:10:00,12.833333333333334,85.0,6,39.74025974025974,2020-05-02 02:10:00,38.257289697991,128.558906495609,17.59,85.86,8.85,252.5,0.03,83.7366115958406,6.270291535416,22.6702,13.344570657389555,7.4140211214975,160012.42857704515
668,2020-05-01 20:10:00,12.833333333333334,85.0,7,46.36363636363636,2020-05-02 03:10:00,38.257289697991,128.558906495609,17.45,86.0,8.54,253.1,0.03,83.74545965789876,6.265610772,22.645,13.153095710210014,7.407379790209671,142144.23366815998
668,2020-05-01 20:10:00,12.833333333333334,85.0,8,52.98701298701298,2020-05-02 04:10:00,38.257289697991,128.558906495609,17.28,86.3,8.11,253.6,0.02,83.75602410165156,6.25753710456,22.6144,12.889139569534095,7.3976448934103285,120576.2768602282
668,2020-05-01 20:10:00,12.833333333333334,85.0,9,59.6103896103896,2020-05-02 05:10:00,38.257289697991,128.558906495609,17.16,86.25,7.81,253.4,0.01,83.77045348992426,6.256789467,22.5928,12.71999512834525,7.39423197842512,108771.33775723843
668,2020-05-01 20:10:00,12.833333333333334,85.0,10,66.23376623376623,2020-05-02 06:10:00,38.257289697991,128.558906495609,17.21,85.8,7.5,253.1,0.01,83.79446233064824,6.26591964552,22.6018,12.562671338302392,7.401810765725531,99870.02391510866
668,2020-05-01 20:10:00,12.833333333333334,85.0,11,72.85714285714285,2020-05-02 07:10:00,38.257289697991,128.558906495609,17.46,84.9,6.79,253.0,0.0,83.84891325132686,6.28663462656,22.6468,12.208905497160712,7.4222934836244905,82541.41001689655
668,2020-05-01 20:10:00,12.833333333333334,85.0,12,79.48051948051948,2020-05-02 08:10:00,38.257289697991,128.558906495609,18.05,82.05,6.26,252.3,0.0,83.97174699687999,6.3515660793,22.753,12.082807109816065,7.481750892270515,81102.17687802477
668,2020-05-01 20:10:00,12.833333333333334,85.0,13,86.10389610389609,2020-05-02 09:10:00,38.257289697991,128.558906495609,18.85,78.02,6.28,250.8,0.0,84.16249481383662,6.44848128276,22.897,12.407293010185949,7.5683072922868515,107456.64801355792
669,2020-05-01 15:21:00,2.65,0.01,1,0.0037735849056603774,2020-05-01 16:21:00,37.6780725461921,127.935063630646,24.1,58.08,7.27,247.0,0.0,85.87770370965545,7.08042729984,23.842,16.507608657212913,8.127062097027977,2175490.7455303273
669,2020-05-01 15:21:00,2.65,0.01,2,0.007547169811320755,2020-05-01 17:21:00,37.6780725461921,127.935063630646,22.73,62.92,6.25,246.8,0.0,85.3303406526483,6.903727509264,23.595399999999998,14.528943172447535,7.974413578835081,580653.5458732884
669,2020-05-01 15:21:00,2.65,0.01,3,0.011320754716981133,2020-05-01 18:21:00,37.6780725461921,127.935063630646,20.18,73.7,4.84,245.9,0.0,84.46082823399689,6.57240195264,23.136400000000002,12.012209275739771,7.686211465830716,94735.4513628029
670,2020-05-01 14:30:00,2.0,0.2,1,0.1,2020-05-01 15:30:00,37.910341608957,127.781091988381,23.25,61.13,7.3,236.0,0.0,85.53749746584627,6.9680264872199995,23.689,15.765461259511866,8.030616826965447,1271703.5580494786
670,2020-05-01 14:30:00,2.0,0.2,2,0.2,2020-05-01 16:30:00,37.910341608957,127.781091988381,21.85,65.67,6.46,234.7,0.0,85.02461890144565,6.80580550086,23.437,14.076618246106786,7.886363140869011,404339.6501107174
671,2020-04-30 18:05:00,1.9166666666666667,0.01,1,0.005217391304347826,2020-04-30 19:05:00,37.3621506214657,127.840189486855,13.81,85.71,3.89,251.9,0.0,83.99903155271201,6.26230296729,22.4898,10.761718742544515,7.384238207853258,32825.6286369758
671,2020-04-30 18:05:00,1.9166666666666667,0.01,2,0.010434782608695651,2020-04-30 20:05:00,37.3621506214657,127.840189486855,12.68,91.49,3.76,250.4,0.0,84.05605192150315,6.14436838858,22.2864,10.77312635637319,7.274666463470014,29909.384021462498
672,2020-04-30 12:27:00,4.55,0.2,1,0.04395604395604396,2020-04-30 13:27:00,37.7135954442631,128.186169902059,20.46,49.28,6.95,245.4,0.0,86.15611332160972,7.3462364115200005,23.686799999999998,16.891269424234086,8.275811594789948,3224029.645025383
672,2020-04-30 12:27:00,4.55,0.2,2,0.08791208791208792,2020-04-30 14:27:00,37.7135954442631,128.186169902059,20.96,50.66,7.21,246.7,0.0,86.11827763887916,7.33997897644,23.7768,17.023146036900012,8.285529870115298,3517216.22270076
672,2020-04-30 12:27:00,4.55,0.2,3,0.13186813186813187,2020-04-30 15:27:00,37.7135954442631,128.186169902059,20.9,52.49,7.46,249.4,0.0,85.98794722510009,7.286770342,23.766,16.926089620292846,8.24989590035194,3190545.913905637
672,2020-04-30 12:27:00,4.55,0.2,4,0.17582417582417584,2020-04-30 16:27:00,37.7135954442631,128.186169902059,19.81,56.53,7.02,251.1,0.0,85.5877244091046,7.11901782447,23.5698,15.653691878371308,8.112380821111474,1307093.0903702893
672,2020-04-30 12:27:00,4.55,0.2,5,0.2197802197802198,2020-04-30 17:27:00,37.7135954442631,128.186169902059,18.05,65.44,5.41,252.0,0.0,84.83480894793364,6.8147715264,23.253,13.007957653732612,7.866178320992704,208306.2511825001
673,2020-04-27 11:28:00,1.2,0.02,1,0.016666666666666666,2020-04-27 12:28:00,37.5364543513987,127.961772076306,12.19,46.48,4.45,290.1,0.76,81.32785856013963,6.87565779288,22.1982,7.918936422475973,7.750064332815552,6621.382643506489
673,2020-04-27 11:28:00,1.2,0.02,2,0.03333333333333333,2020-04-27 13:28:00,37.5364543513987,127.961772076306,12.59,45.15,4.35,290.0,0.5,85.67053538472507,6.92442868115,22.2702,13.842077324503796,7.79198873510402,318488.37194646406
674,2020-04-26 13:27:00,2.05,0.01,1,0.004878048780487806,2020-04-26 14:27:00,37.910341608957,127.781091988381,15.45,36.96,4.5,302.6,0.47,86.27853366601805,7.2844214032,22.785,15.189285282541208,8.097147284653797,979470.8002531618
674,2020-04-26 13:27:00,2.05,0.01,2,0.009756097560975611,2020-04-26 15:27:00,37.910341608957,127.781091988381,14.61,39.86,4.64,294.2,0.18,86.08330050305113,7.16314254134,22.6338,14.882000455474703,7.998150556016165,733538.7003562493
674,2020-04-26 13:27:00,2.05,0.01,3,0.014634146341463417,2020-04-26 16:27:00,37.910341608957,127.781091988381,13.34,46.38,4.36,285.3,0.13,85.66217879373993,6.95320724408,22.4052,13.832913505008284,7.830860809779456,329970.6474289423
675,2020-04-24 13:07:00,1.2166666666666666,1.0,1,0.8219178082191781,2020-04-24 14:07:00,37.7321563694312,127.599895449274,14.25,38.79,11.02,254.0,0.0,86.27484785670163,7.15670893585,22.569,21.086083396522497,7.984017834232754,21894501.90964348
675,2020-04-24 13:07:00,1.2166666666666666,1.0,2,1.6438356164383563,2020-04-24 15:07:00,37.7321563694312,127.599895449274,13.11,41.04,9.86,253.1,0.0,86.02760116393758,7.03144217176,22.363799999999998,19.208646726749,7.87382556209602,7058218.157846894
676,2020-04-24 11:35:00,2.4166666666666665,0.6,1,0.2482758620689655,2020-04-24 12:35:00,38.1477243520665,127.30830034891,13.06,45.69,10.99,243.7,0.0,85.77760785082715,6.94675234056,22.3548,19.633967813153607,7.819067868940765,8224998.068830796
