original_fire_id,start_datetime,total_duration_hours,final_damage_area_ha,duration_hours,estimated_damage_area,timestamp,lat,lng,T2M,RH2M,WS10M,WD10M,PRECTOTCORR,FFMC,DMC,DC,ISI,BUI,FWI
294,2015-02-08 13:31:00,68.48333333333333,18.0,60,15.770260403991239,2015-02-11 01:31:00,37.1497538953609,129.205212030994,1.49,87.28,8.92,269.9,0.0,83.92801035200887,6.029326802064,18.772199999999998,13.73572240532522,6.688255261484121,91294.36012871526
294,2015-02-08 13:31:00,68.48333333333333,18.0,61,16.03309807739109,2015-02-11 02:31:00,37.1497538953609,129.205212030994,1.5,87.44,8.77,270.7,0.0,83.93452280702107,6.02906971808,18.774,13.644105379883847,6.688382669448031,86910.62151660494
294,2015-02-08 13:31:00,68.48333333333333,18.0,62,16.295935750790946,2015-02-11 03:31:00,37.1497538953609,129.205212030994,1.4,87.56,8.63,271.4,0.0,83.94244001789934,6.027684598,18.756,13.562468046806801,6.684673787585907,82826.064437171
294,2015-02-08 13:31:00,68.48333333333333,18.0,63,16.5587734241908,2015-02-11 04:31:00,37.1497538953609,129.205212030994,1.33,87.98,8.24,271.9,0.0,83.96252066058054,6.0260009115479996,18.7434,13.334131365819909,6.681637573633598,72946.44996400164
294,2015-02-08 13:31:00,68.48333333333333,18.0,64,16.821611097590655,2015-02-11 05:31:00,37.1497538953609,129.205212030994,1.25,88.01,7.82,272.9,0.0,83.98012251187069,6.02508215677,18.729,13.08553881556088,6.67878477308878,63507.29299533171
294,2015-02-08 13:31:00,68.48333333333333,18.0,65,17.08444877099051,2015-02-11 06:31:00,37.1497538953609,129.205212030994,1.24,87.37,7.52,272.3,0.0,83.98502988376237,6.026308557756,18.7272,12.89764350587488,6.679251984425582,57319.92001048352
294,2015-02-08 13:31:00,68.48333333333333,18.0,66,17.347286444390363,2015-02-11 07:31:00,37.1497538953609,129.205212030994,1.42,86.04,7.35,270.2,0.0,83.98093109362418,6.031315820256,18.7596,12.780647961227002,6.687478076453171,54212.91154944056
294,2015-02-08 13:31:00,68.48333333333333,18.0,67,17.610124117790217,2015-02-11 08:31:00,37.1497538953609,129.205212030994,2.2,82.49,7.72,267.5,0.0,83.96999874006791,6.05143727094,18.9,13.00221964720788,6.722121236378002,63543.69552775473
294,2015-02-08 13:31:00,68.48333333333333,18.0,68,17.872961791190072,2015-02-11 09:31:00,37.1497538953609,129.205212030994,3.11,78.14,8.11,266.3,0.0,84.01447734616771,6.081923799508,19.0638,13.339119193092756,6.766809661957378,80206.26232482246
294,2015-02-08 13:31:00,68.48333333333333,18.0,69,18.135799464589926,2015-02-11 10:31:00,37.1497538953609,129.205212030994,4.31,71.79,8.47,266.3,0.0,84.16163271612629,6.135855799898,19.2798,13.853292753531916,6.834199187525542,114294.23095067916
295,2015-02-01 16:21:00,1.3666666666666667,0.1,1,0.07317073170731707,2015-02-01 17:21:00,37.9873330402956,127.885966945811,-2.98,54.78,1.16,273.0,0.0,84.69554324371143,5.924322593552,17.9676,10.302426050811983,6.494876966288987,10982.906704139465
295,2015-02-01 16:21:00,1.3666666666666667,0.1,2,0.14634146341463414,2015-02-01 18:21:00,37.9873330402956,127.885966945811,-4.34,54.92,1.39,269.6,0.0,84.66732285295494,5.869981021344,17.7228,10.382514903219116,6.422204717671758,10753.633918869438
296,2015-01-10 13:02:00,2.966666666666667,0.2,1,0.06741573033707865,2015-01-10 14:02:00,37.6726837387208,128.837804434963,0.17,55.26,8.21,288.1,0.0,84.63802957223987,6.050579849564,18.5346,14.582089686236907,6.663195505351706,139187.53670598796
296,2015-01-10 13:02:00,2.966666666666667,0.2,2,0.1348314606741573,2015-01-10 15:02:00,37.6726837387208,128.837804434963,-0.38,58.27,7.71,283.9,0.0,84.52869131822504,6.026745992208,18.4356,14.009568890129433,6.632746484687187,99354.55851894348
296,2015-01-10 13:02:00,2.966666666666667,0.2,3,0.20224719101123595,2015-01-10 16:02:00,37.6726837387208,128.837804434963,-1.77,67.16,6.36,278.3,0.0,84.29460708323431,5.980413547496,18.1854,12.68055732874934,6.56414706286372,45050.20756811516
297,2015-01-05 01:54:00,1.1,0.16,1,0.14545454545454545,2015-01-05 02:54:00,37.894000235204,128.823428734257,3.05,63.17,1.1,244.6,0.0,84.58651242144562,6.13605911701,19.053,10.120006043724906,6.798466663281157,13004.755141507463
297,2015-01-05 01:54:00,1.1,0.16,2,0.2909090909090909,2015-01-05 03:54:00,37.894000235204,128.823428734257,2.73,65.26,1.61,226.8,0.0,84.51328361886446,6.118442187756,18.9954,10.280734046469698,6.778486691816145,14071.91043271336
298,2015-03-22 13:40:00,1.5833333333333333,0.1,1,0.06315789473684211,2015-03-22 14:40:00,37.2721876092467,128.268910017243,11.77,25.09,11.08,282.0,0.0,86.64303576904337,6.858215149506,20.6226,22.280099145587485,7.48960556196483,19881456.34722253
298,2015-03-22 13:40:00,1.5833333333333333,0.1,2,0.12631578947368421,2015-03-22 15:40:00,37.2721876092467,128.268910017243,10.61,23.84,10.98,286.0,0.0,86.57064173036426,6.793892434048,20.413800000000002,21.94192163010868,7.416823995279869,15172826.883511368
299,2015-03-21 13:25:00,1.7833333333333334,0.3,1,0.16822429906542055,2015-03-21 14:25:00,38.1042562811837,127.707178844679,15.25,28.25,6.02,265.9,0.0,86.66126609029949,7.04428128525,21.249000000000002,17.3103493667206,7.703812466571849,2055882.984716049
299,2015-03-21 13:25:00,1.7833333333333334,0.3,2,0.3364485981308411,2015-03-21 15:25:00,38.1042562811837,127.707178844679,14.07,32.24,5.19,262.7,0.0,86.37643526446543,6.915033113456,21.0366,15.945495045775251,7.591487934173347,850518.0030567843
300,2015-03-20 14:43:00,1.2833333333333334,0.1,1,0.07792207792207792,2015-03-20 15:43:00,37.6780725461921,127.935063630646,16.66,27.38,2.7,300.5,0.0,86.58831635817786,7.148092919616,21.5028,14.493102983818531,7.807578103943322,474817.6586937907
300,2015-03-20 14:43:00,1.2833333333333334,0.1,2,0.15584415584415584,2015-03-20 16:43:00,37.6780725461921,127.935063630646,15.07,35.53,2.36,285.2,0.0,86.18983145287993,6.927994757382,21.2166,13.467163360796158,7.628516452474687,215047.1422771965
301,2015-03-19 15:03:00,1.1166666666666667,0.02,1,0.01791044776119403,2015-03-19 16:03:00,38.0701588123932,127.523433810035,13.96,58.45,1.92,278.7,0.0,85.02878384154069,6.55702390374,21.0168,11.2045221608724,7.367549771855133,42540.58214978564
301,2015-03-19 15:03:00,1.1166666666666667,0.02,2,0.03582089552238806,2015-03-19 17:03:00,38.0701588123932,127.523433810035,10.01,60.43,2.62,277.0,0.0,84.7839654757261,6.391343335086,20.305799999999998,11.223605601471514,7.153608926829651,35187.61958978966
302,2015-03-17 16:14:00,2.433333333333333,0.5,1,0.20547945205479454,2015-03-17 17:14:00,37.1764583972782,129.335713745385,12.08,76.74,2.71,318.7,0.0,84.26413235911886,6.272899634024,20.6784,10.5070249377213,7.134830156016059,22335.943136413865
302,2015-03-17 16:14:00,2.433333333333333,0.5,2,0.4109589041095891,2015-03-17 18:14:00,37.1764583972782,129.335713745385,11.02,77.43,3.1,334.0,0.0,84.22022145797321,6.243507314712,20.4876,10.652476357072768,7.087387819441171,23386.349103894834
302,2015-03-17 16:14:00,2.433333333333333,0.5,3,0.6164383561643836,2015-03-17 19:14:00,37.1764583972782,129.335713745385,10.62,76.98,3.31,342.9,0.0,84.2199023893807,6.240165578992,20.415599999999998,10.76533683193318,7.074448859345962,24754.69488248278
303,2015-03-16 15:54:00,1.4333333333333333,0.5,1,0.3488372093023256,2015-03-16 16:54:00,37.0865842917776,128.963348724385,11.58,45.39,3.04,226.3,0.0,85.56497131023848,6.616409413864,20.5884,12.768550743533732,7.337646028855589,105660.43287623633
303,2015-03-16 15:54:00,1.4333333333333333,0.5,2,0.6976744186046512,2015-03-16 17:54:00,37.0865842917776,128.963348724385,7.82,66.35,2.32,230.8,0.0,84.52874289405712,6.26719464844,19.9116,10.67757220174626,7.014689309958029,22208.904086281782
304,2015-04-24 13:30:00,2.5,0.3,1,0.12,2015-04-24 14:30:00,37.4706040304876,128.720500019347,17.62,33.35,3.28,290.0,0.0,86.55178041619648,7.536028696800001,23.1756,14.845927169913432,8.313659138333913,1010797.352996155
304,2015-04-24 13:30:00,2.5,0.3,2,0.24,2015-04-24 15:30:00,37.4706040304876,128.720500019347,17.51,34.79,3.44,287.1,0.0,86.49874162743899,7.4940113769100005,23.1558,14.854190261880817,8.284860199438375,984816.3625777119
304,2015-04-24 13:30:00,2.5,0.3,3,0.36,2015-04-24 16:30:00,37.4706040304876,128.720500019347,17.06,37.13,3.43,284.5,0.0,86.36268030877069,7.40557050712,23.0748,14.563923973737474,8.21771059961496,769559.7218304554
305,2015-04-23 14:30:00,7.5,1.0,1,0.13333333333333333,2015-04-23 15:30:00,38.0703902211485,128.172217558963,16.68,32.46,8.06,251.0,0.0,86.74173793335126,7.478380223319999,23.0064,19.404666017919176,8.251362547502545,12762182.7995214
305,2015-04-23 14:30:00,7.5,1.0,2,0.26666666666666666,2015-04-23 16:30:00,38.0703902211485,128.172217558963,15.77,33.7,7.7,247.7,0.0,86.5799460410536,7.3769619591,22.8426,18.62374581282245,8.163205583445203,7441171.524301699
305,2015-04-23 14:30:00,7.5,1.0,3,0.4,2015-04-23 17:30:00,38.0703902211485,128.172217558963,14.06,37.71,6.92,244.5,0.0,86.20943886158561,7.16254792004,22.5348,16.992884491471468,7.982290604665857,2414455.8528111516
305,2015-04-23 14:30:00,7.5,1.0,4,0.5333333333333333,2015-04-23 18:30:00,38.0703902211485,128.172217558963,11.48,45.91,5.67,242.3,0.0,85.57968696238376,6.83770470342,22.0704,14.607871667449189,7.706481869636756,454632.81836842047
305,2015-04-23 14:30:00,7.5,1.0,5,0.6666666666666666,2015-04-23 19:30:00,38.0703902211485,128.172217558963,9.03,55.02,4.96,240.3,0.0,84.96841112705651,6.56094751414,21.6294,12.951404817402173,7.46267463726293,133682.72917278306
305,2015-04-23 14:30:00,7.5,1.0,6,0.8,2015-04-23 20:30:00,38.0703902211485,128.172217558963,8.46,57.62,4.92,237.0,0.0,84.82630278610205,6.49878361208,21.5268,12.675945146178915,7.407153465911389,107374.89163204278
305,2015-04-23 14:30:00,7.5,1.0,7,0.9333333333333333,2015-04-23 21:30:00,38.0703902211485,128.172217558963,7.87,58.26,5.09,235.2,0.0,84.77606574135667,6.46093344258,21.4206,12.697471867669096,7.366849357558339,104395.33501866272
305,2015-04-23 14:30:00,7.5,1.0,8,1.0666666666666667,2015-04-23 22:30:00,38.0703902211485,128.172217558963,7.11,59.22,5.21,233.7,0.0,84.70994623597383,6.41217695818,21.2838,12.659690774599623,7.314927661999266,96859.9882459961
306,2015-04-23 12:20:00,2.3333333333333335,0.5,1,0.21428571428571427,2015-04-23 13:20:00,38.3783819019248,128.466855795807,14.43,48.48,6.17,241.4,0.0,85.66006743997063,6.98501000416,22.601399999999998,15.149417528905154,7.880955501341462,753360.8935477879
306,2015-04-23 12:20:00,2.3333333333333335,0.5,2,0.42857142857142855,2015-04-23 14:20:00,38.3783819019248,128.466855795807,14.55,49.34,6.5,243.6,0.0,85.62431828247928,6.9760517819,22.623,15.326823279077534,7.878526795575238,832259.3119520406
306,2015-04-23 12:20:00,2.3333333333333335,0.5,3,0.6428571428571428,2015-04-23 15:20:00,38.3783819019248,128.466855795807,14.46,50.39,6.76,246.0,0.0,85.55903992748448,6.95032499276,22.6068,15.388338756235198,7.8596468461112465,844140.2713106291
307,2015-04-13 10:41:00,0.9,0.3,1,0.3333333333333333,2015-04-13 11:41:00,38.1578310622547,127.654248763255,11.67,42.14,9.77,79.0,0.54,85.1995980647028,6.90962556542,22.104599999999998,17.037671231025538,7.757221504959581,1890041.0663740523
308,2015-04-12 16:20:00,1.5,0.2,1,0.13333333333333333,2015-04-12 17:20:00,38.2498053653871,127.421185539773,8.26,78.34,6.43,65.0,0.01,84.05383568341351,6.24959025936,21.4908,12.320936362980905,7.237478443528938,73414.57038166207
308,2015-04-12 16:20:00,1.5,0.2,2,0.26666666666666666,2015-04-12 18:20:00,38.2498053653871,127.421185539773,6.8,87.37,6.35,60.6,0.02,83.94448381408412,6.1228354647,21.228,12.093752856936103,7.115108023850401,56858.26440895676
309,2015-04-12 07:30:00,1.5,0.06,1,0.04,2015-04-12 08:30:00,37.4110343612581,127.925706853576,7.35,68.09,4.75,88.6,0.0,84.39915846265849,6.33195318845,21.326999999999998,11.85852272960859,7.268724115260978,57554.8875154665
309,2015-04-12 07:30:00,1.5,0.06,2,0.08,2015-04-12 09:30:00,37.4110343612581,127.925706853576,9.51,61.56,4.82,91.2,0.0,84.6934209268882,6.50210216524,21.7158,12.385388879391664,7.437156995704966,93103.56762100241
310,2015-04-03 14:37:00,1.05,0.01,1,0.009523809523809523,2015-04-03 15:37:00,38.1246704618065,128.204172526138,15.56,49.59,3.75,44.4,0.0,85.6414670667752,7.03391545166,22.8048,13.375483467368314,7.942989296813332,281582.58628510707
310,2015-04-03 14:37:00,1.05,0.01,2,0.019047619047619046,2015-04-03 16:37:00,38.1246704618065,128.204172526138,14.09,52.23,5.07,61.1,0.0,85.40725693411825,6.89331853793,22.5402,13.837043651898217,7.813081211748492,324660.85879349185
311,2015-03-30 13:08:00,2.3666666666666667,0.1,1,0.04225352112676056,2015-03-30 14:08:00,37.79186457822,127.646194579037,18.14,35.09,5.85,238.2,0.0,86.68053644311962,7.111717672312,21.769199999999998,17.209651915790147,7.829193376840777,2265950.442912001
311,2015-03-30 13:08:00,2.3666666666666667,0.1,2,0.08450704225352113,2015-03-30 15:08:00,37.79186457822,127.646194579037,17.22,37.1,5.6,238.4,0.0,86.48392663896186,7.02577933904,21.6036,16.527550990464672,7.750303266677054,1414759.3920819536
311,2015-03-30 13:08:00,2.3666666666666667,0.1,3,0.1267605633802817,2015-03-30 16:08:00,37.79186457822,127.646194579037,15.21,46.78,4.06,241.3,0.0,85.77273087852929,6.772692441276,21.241799999999998,13.837418651112795,7.5373786045731785,242603.50487449046
312,2015-03-29 14:30:00,1.0,0.03,1,0.03,2015-03-29 15:30:00,37.79186457822,127.646194579037,16.12,41.55,2.69,273.8,0.0,86.05240388964009,6.89597418162,21.4056,13.430778773755005,7.639302351889938,212851.27706974253
313,2015-03-29 13:05:00,0.5666666666666667,0.05,1,0.08823529411764706,2015-03-29 14:05:00,37.3552337842644,127.955206525576,14.42,53.0,4.0,314.6,0.0,85.37460928326772,6.6493328992,21.0996,13.051488701215746,7.438354129928415,138293.2498173186
314,2015-03-28 14:40:00,7.833333333333333,2.5,1,0.3191489361702128,2015-03-28 15:40:00,37.3420792035649,128.495781431646,13.06,33.5,7.38,264.8,0.0,86.32390260145503,6.8382290952,20.8548,17.674342180223846,7.5155994445230085,1981465.9173300215
314,2015-03-28 14:40:00,7.833333333333333,2.5,2,0.6382978723404256,2015-03-28 16:40:00,37.3420792035649,128.495781431646,12.2,34.59,6.97,263.9,0.0,86.19179358585362,6.77441476154,20.7,16.993461100832466,7.451920930045271,1274222.5487333972
314,2015-03-28 14:40:00,7.833333333333333,2.5,3,0.9574468085106383,2015-03-28 17:40:00,37.3420792035649,128.495781431646,10.16,43.29,5.13,262.2,0.0,85.61073333606541,6.568428533828,20.3328,14.27737673832181,7.267508909571607,232780.065813963
314,2015-03-28 14:40:00,7.833333333333333,2.5,4,1.2765957446808511,2015-03-28 18:40:00,37.3420792035649,128.495781431646,5.59,64.49,3.93,260.2,0.0,84.50375619164188,6.211472852142,19.5102,11.540754438932606,6.917291321624308,33851.20987153704
314,2015-03-28 14:40:00,7.833333333333333,2.5,5,1.5957446808510638,2015-03-28 19:40:00,37.3420792035649,128.495781431646,3.83,69.16,4.08,260.3,0.0,84.34463778256108,6.135344035416,19.1934,11.38076163174811,6.820278601925864,28055.166184289414
314,2015-03-28 14:40:00,7.833333333333333,2.5,6,1.9148936170212767,2015-03-28 20:40:00,37.3420792035649,128.495781431646,3.16,70.34,4.13,263.2,0.0,84.30981928756337,6.112475667288,19.0728,11.356037087076327,6.787102675976718,26777.323658609872
314,2015-03-28 14:40:00,7.833333333333333,2.5,7,2.2340425531914896,2015-03-28 21:40:00,37.3420792035649,128.495781431646,2.54,71.21,4.19,265.3,0.0,84.28527991489567,6.093286947208,18.961199999999998,11.352836211390766,6.7575962017387265,25971.556102357234
314,2015-03-28 14:40:00,7.833333333333333,2.5,8,2.5531914893617023,2015-03-28 22:40:00,37.3420792035649,128.495781431646,1.99,71.47,4.34,264.4,0.0,84.27273588142792,6.078476221386,18.8622,11.419672378460312,6.7327570281422195,26348.142999330685
315,2016-12-02 12:37:00,0.8833333333333333,0.02,1,0.022641509433962266,2016-12-02 13:37:00,38.1646509515925,127.415710898265,3.77,52.56,5.44,279.9,0.0,84.86973681010544,6.205660777904,19.1826,13.09009378657281,6.861778222223429,77385.32447348465
316,2016-11-29 04:35:00,0.9166666666666666,0.01,1,0.01090909090909091,2016-11-29 05:35:00,37.894000235204,128.823428734257,1.83,73.56,6.1,320.4,0.0,84.17214212363216,6.068961532456,18.8334,12.311183411586308,6.722333675329275,43293.123435131514
317,2016-11-25 17:45:00,1.0833333333333333,0.03,1,0.027692307692307693,2016-11-25 18:45:00,37.4923616641075,127.992604693778,-2.79,76.69,1.88,298.6,0.0,84.32465140864322,5.964932338098,18.0018,10.159112417653027,6.524827860036617,10380.006900108576
317,2016-11-25 17:45:00,1.0833333333333333,0.03,2,0.055384615384615386,2016-11-25 19:45:00,37.4923616641075,127.992604693778,-2.74,72.86,1.56,300.5,0.0,84.37713012646127,5.960378444272,18.0108,10.06764696329348,6.523578768691231,9823.604798787215
318,2016-11-21 04:29:00,1.35,0.01,1,0.007407407407407407,2016-11-21 05:29:00,37.7183755047744,128.880053838573,5.62,100.0,1.44,116.0,0.0,85.04770672490858,6.0,19.5156,10.965281054123007,6.784966797621946,21266.81041282756
318,2016-11-21 04:29:00,1.35,0.01,2,0.014814814814814814,2016-11-21 06:29:00,37.7183755047744,128.880053838573,5.26,100.0,1.65,103.7,0.0,85.04770672490858,6.0,19.4508,11.08193066044396,6.775157616078584,22560.91347165762
319,2016-11-14 12:33:00,0.6166666666666667,0.01,1,0.016216216216216217,2016-11-14 13:33:00,37.3494432358995,128.943070012541,16.91,64.98,4.95,243.5,0.01,84.81107675130103,6.561445605836,21.547800000000002,12.668704992818869,7.450827395842442,111739.93684187565
320,2016-09-20 14:10:00,2.3333333333333335,0.01,1,0.004285714285714286,2016-09-20 15:10:00,38.0298510072252,127.640812477483,19.41,51.48,4.49,64.1,0.0,85.85772193712644,7.168579105456001,22.997799999999998,14.30970777164408,8.057897325177546,557290.2773171086
320,2016-09-20 14:10:00,2.3333333333333335,0.01,2,0.008571428571428572,2016-09-20 16:10:00,38.0298510072252,127.640812477483,17.87,60.08,3.27,65.0,0.0,85.16010114608771,6.889261576672,22.7206,12.212233745561537,7.837428440375097,124101.60525571056
320,2016-09-20 14:10:00,2.3333333333333335,0.01,3,0.012857142857142859,2016-09-20 17:10:00,38.0298510072252,127.640812477483,14.32,77.22,2.67,65.9,0.0,84.27027831249961,6.412486517328,22.0816,10.494543728511767,7.430464397659731,28928.50897247058
321,2016-08-23 16:28:00,2.2666666666666666,0.03,1,0.013235294117647059,2016-08-23 17:28:00,37.1697663767707,127.884667844212,28.8,55.28,2.34,126.1,0.46,86.48539145635341,7.62081307648,24.188,14.026726318190327,8.525998488961024,764486.1603519595
321,2016-08-23 16:28:00,2.2666666666666666,0.03,2,0.026470588235294117,2016-08-23 18:28:00,37.1697663767707,127.884667844212,27.18,61.71,2.33,126.1,0.18,85.79769215637525,7.312576788992001,23.8964,12.726583268791842,8.28606926331057,265106.6102076359
321,2016-08-23 16:28:00,2.2666666666666666,0.03,3,0.039705882352941174,2016-08-23 19:28:00,37.1697663767707,127.884667844212,25.3,67.33,2.34,123.8,0.18,85.14144944180048,7.04547345408,23.558,11.623186453035874,8.06269012954881,105855.1186856909
322,2016-08-18 15:55:00,2.85,0.04,1,0.014035087719298246,2016-08-18 16:55:00,37.4870801187572,127.850550659118,29.68,57.84,0.54,341.6,0.01,86.2663868503629,7.573001607168,24.3464,12.420308976140285,8.5203325043727,272762.63873155194
322,2016-08-18 15:55:00,2.85,0.04,2,0.028070175438596492,2016-08-18 17:55:00,37.4870801187572,127.850550659118,29.29,60.2,0.81,55.5,0.0,86.07151785315963,7.46613418752,24.2762,12.2497101789672,8.441680754278721,226532.9535464327
322,2016-08-18 15:55:00,2.85,0.04,3,0.042105263157894736,2016-08-18 18:55:00,37.4870801187572,127.850550659118,27.63,68.87,1.29,79.3,0.0,85.18667321026277,7.084113357184,23.9774,11.093223765560165,8.149103321928822,81097.4120960054
323,2016-06-29 14:30:00,2.0,0.3,1,0.15,2016-06-29 15:30:00,37.4870801187572,127.850550659118,25.51,47.47,3.63,188.7,0.23,86.71301604167309,7.429637758308,23.5958,15.459302800495282,8.314379209594076,1460071.1779427337
323,2016-06-29 14:30:00,2.0,0.3,2,0.3,2016-06-29 16:30:00,37.4870801187572,127.850550659118,24.98,49.81,3.19,201.7,1.04,79.42990403025813,7.338747020352001,23.5004,6.060328978054256,8.24252098502682,2210.074655595054
324,2016-06-20 15:45:00,1.6,0.05,1,0.03125,2016-06-20 16:45:00,37.3025500299786,127.921181194086,27.76,37.26,2.54,311.2,0.0,87.48957025488131,7.851887394864001,24.000799999999998,16.344254045395953,8.638521178340394,3552502.477951167
324,2016-06-20 15:45:00,1.6,0.05,2,0.0625,2016-06-20 17:45:00,37.3025500299786,127.921181194086,26.56,39.85,2.2,327.2,0.0,87.16971458267234,7.70161592724,23.7848,15.349713992980943,8.512376043611702,1699080.970169669
325,2016-06-17 13:10:00,1.5,0.01,1,0.006666666666666667,2016-06-17 14:10:00,37.8986923448081,127.692791905634,26.29,52.08,6.44,235.4,0.0,86.59002935885277,7.3424019554880005,23.7362,17.50303162152208,8.280902450066641,4598331.319688139
325,2016-06-17 13:10:00,1.5,0.01,2,0.013333333333333334,2016-06-17 15:10:00,37.8986923448081,127.692791905634,25.72,53.51,6.28,236.4,0.0,86.4051869748967,7.275240374568,23.6336,16.914359003349983,8.22253122501089,3068941.059023693
326,2016-06-10 13:07:00,1.3833333333333333,0.2,1,0.14457831325301207,2016-06-10 14:07:00,37.2182019484655,128.671426990821,29.23,35.06,3.78,175.0,0.0,87.94236410024436,8.014458983352,24.2654,18.562583314184142,8.779560271447957,15405892.871383708
326,2016-06-10 13:07:00,1.3833333333333333,0.2,2,0.28915662650602414,2016-06-10 15:07:00,37.2182019484655,128.671426990821,28.96,35.12,3.83,174.6,0.0,87.90399573567002,7.994681464128,24.2168,18.507412404779775,8.759740113283744,14567173.82216909
327,2016-06-10 12:55:00,1.6666666666666667,0.1,1,0.06,2016-06-10 13:55:00,37.8163476368407,128.086739600183,28.61,39.29,3.35,235.8,0.01,87.59096541497127,7.844746177716001,24.1538,17.273701135679044,8.658862069331922,6302709.587008249
327,2016-06-10 12:55:00,1.6666666666666667,0.1,2,0.12,2016-06-10 14:55:00,37.8163476368407,128.086739600183,28.59,39.71,3.35,242.1,0.0,87.56500471412072,7.830750729876,24.150199999999998,17.209706618016767,8.649752510777036,6006207.868076814
328,2016-06-06 14:50:00,2.1666666666666665,0.01,1,0.004615384615384616,2016-06-06 15:50:00,37.9659219985446,128.08336017963,24.61,36.57,2.8,99.9,0.01,87.1412323630098,7.667901973428,23.433799999999998,15.756799659531337,8.43535623001871,1992823.8924369523
328,2016-06-06 14:50:00,2.1666666666666665,0.01,2,0.009230769230769232,2016-06-06 16:50:00,37.9659219985446,128.08336017963,24.11,38.28,2.99,105.1,0.01,87.02002977726823,7.591374876912,23.3438,15.636159644807115,8.374393633613657,1733301.254471265
328,2016-06-06 14:50:00,2.1666666666666665,0.01,3,0.013846153846153848,2016-06-06 17:50:00,37.9659219985446,128.08336017963,23.22,41.77,2.91,110.9,0.01,86.73700790942267,7.448385255936,23.1836,14.959310600759895,8.261317495024958,1022557.6983347078
329,2016-06-06 12:48:00,2.7,0.1,1,0.037037037037037035,2016-06-06 13:48:00,37.8601061139786,128.836941450583,20.74,61.8,3.85,111.5,0.0,85.24539953283166,6.85327639488,22.7372,12.723473508664753,7.816543163356056,166617.48127409254
329,2016-06-06 12:48:00,2.7,0.1,2,0.07407407407407407,2016-06-06 14:48:00,37.8601061139786,128.836941450583,20.42,63.33,4.55,110.5,0.01,85.1052910398801,6.807099189984,22.6796,12.927773580900762,7.777964759083719,181532.25924669203
329,2016-06-06 12:48:00,2.7,0.1,3,0.1111111111111111,2016-06-06 15:48:00,37.8601061139786,128.836941450583,19.97,66.04,5.07,112.6,0.01,84.89692318685839,6.731822826672,22.598599999999998,12.89625857309196,7.716808628592579,167458.5393732219
330,2016-06-05 10:46:00,2.066666666666667,0.1,1,0.04838709677419355,2016-06-05 11:46:00,37.9659219985446,128.08336017963,24.25,40.41,3.68,59.7,0.04,86.98274733987995,7.54498790394,23.369,16.103716584362378,8.35011536798572,2223380.7935918504
330,2016-06-05 10:46:00,2.066666666666667,0.1,2,0.0967741935483871,2016-06-05 12:46:00,37.9659219985446,128.08336017963,24.83,38.92,4.03,62.2,0.01,87.15837350654593,7.619851788144,23.473399999999998,16.805299153314746,8.412562848491007,3598320.87721323
330,2016-06-05 10:46:00,2.066666666666667,0.1,3,0.14516129032258063,2016-06-05 13:46:00,37.9659219985446,128.08336017963,25.08,38.29,4.37,66.0,0.01,87.24805854323502,7.6523381231280005,23.5184,17.315685364607827,8.439574844339615,4990254.783625775
331,2016-06-04 11:05:00,1.9166666666666667,0.01,1,0.005217391304347826,2016-06-04 12:05:00,38.0576735877991,127.668191116312,22.73,45.68,2.71,283.7,0.0,86.45913292043733,7.323907181856001,23.095399999999998,14.237728627666767,8.170408395065172,601143.8415604803
331,2016-06-04 11:05:00,1.9166666666666667,0.01,2,0.010434782608695651,2016-06-04 13:05:00,38.0576735877991,127.668191116312,23.3,45.1,3.1,281.9,0.0,86.57595383513201,7.3700483856000005,23.198,14.762321150789148,8.215163999692466,864584.9310802438
332,2016-06-04 06:07:00,5.55,0.3,1,0.05405405405405406,2016-06-04 07:07:00,38.257289697991,128.558906495609,18.51,74.76,3.86,256.5,0.0,84.38598909064697,6.506221607664,22.3358,11.318295448185928,7.529355810282216,53101.79441663151
332,2016-06-04 06:07:00,5.55,0.3,2,0.10810810810810811,2016-06-04 08:07:00,38.257289697991,128.558906495609,18.68,75.1,3.45,255.0,0.0,84.38735263758275,6.50373180072,22.3664,11.088901795865175,7.532029495564349,46131.334292713706
332,2016-06-04 06:07:00,5.55,0.3,3,0.16216216216216217,2016-06-04 09:07:00,38.257289697991,128.558906495609,19.01,74.22,3.18,253.4,0.0,84.4449508142365,6.530235398808,22.425800000000002,11.024576555638852,7.5582196502636405,45385.82390890764
332,2016-06-04 06:07:00,5.55,0.3,4,0.21621621621621623,2016-06-04 10:07:00,38.257289697991,128.558906495609,19.58,70.93,2.9,252.9,0.0,84.6304024321531,6.6148501745759996,22.528399999999998,11.147163863461007,7.629335021507812,52343.64651150988
332,2016-06-04 06:07:00,5.55,0.3,5,0.2702702702702703,2016-06-04 11:07:00,38.257289697991,128.558906495609,20.51,63.71,2.38,255.4,0.0,85.07969917334842,6.802075904244,22.6958,11.547922202110435,7.777063254010369,77307.56207164587
332,2016-06-04 06:07:00,5.55,0.3,6,0.32432432432432434,2016-06-04 12:07:00,38.257289697991,128.558906495609,21.31,57.42,1.85,258.8,0.0,85.57417029688605,6.975935797128,22.8398,12.040816817889672,7.911142225969778,119692.34083858907
