fire_start_datetime,start_time,fire_end_datetime,end_time,corrected_address,damage_area,latitude,longitude
2015-05-23,18:10:00,2015-05-23,20:00:00,강원도 평창군 평창읍,0.5,37.3677151528904,128.400549022928
2015-05-21,19:22:00,2015-05-22,01:00:00,강원도 강릉시 왕산면,0.7,37.6726837387208,128.837804434963
2015-05-21,15:55:00,2015-05-21,17:00:00,강원도 영월군 북면,0.04,37.2544645252444,128.455193189019
2015-05-21,15:53:00,2015-05-21,16:50:00,강원도 횡성군 우천면,0.01,37.4594058323665,128.06243796948
2015-05-21,15:40:00,2015-05-21,21:00:00,강원도 홍천군 홍천읍,1.0,37.68943404802,127.884306327398
2015-05-21,14:55:00,2015-05-21,20:00:00,강원도 삼척시 노곡면,1.2,37.3477672516229,129.164074412158
2015-05-17,17:10:00,2015-05-17,20:00:00,강원도 홍천군 내촌면,0.2,37.8163476368407,128.086739600183
2015-05-17,11:12:00,2015-05-17,14:15:00,강원도 양양군 현북면,0.3,38.0190056461486,128.723115872388
2015-05-11,13:26:00,2015-05-11,15:00:00,강원도 정선군 임계면,0.1,37.4948152077541,128.852109625413
2015-05-10,15:30:00,2015-05-10,16:45:00,강원도 강릉시 왕산면,0.1,37.6726837387208,128.837804434963
2015-05-08,13:27:00,2015-05-08,14:10:00,강원도 강릉시 왕산면,0.1,37.6726837387208,128.837804434963
2015-05-07,14:50:00,2015-05-07,16:00:00,강원도 춘천시 동산면,0.01,37.7523096450281,127.796298351078
2015-05-07,13:40:00,2015-05-07,14:40:00,강원도 춘천시 서면,0.01,37.8986923448081,127.692791905634
2015-05-05,16:32:00,2015-05-05,17:50:00,강원도 횡성군 횡성읍,0.01,37.4923616641075,127.992604693778
2015-05-05,11:10:00,2015-05-05,12:20:00,강원도 평창군 봉평면,0.1,37.6161929793163,128.379492494281
2015-05-05,10:40:00,2015-05-05,12:50:00,강원도 강릉시 왕산면,0.2,37.6726837387208,128.837804434963
2015-05-05,07:15:00,2015-05-05,08:30:00,강원도 강릉시 사천면,0.01,37.8235278808534,128.848721826973
2015-05-02,17:30:00,2015-05-02,19:40:00,강원도 강릉시 주문진읍,0.02,37.894000235204,128.823428734257
2015-05-02,12:50:00,2015-05-02,16:00:00,강원도 영월군 남면,0.03,37.1865451028246,128.404493044827
2015-04-29,21:15:00,2015-04-30,01:50:00,강원도 양구군 양구읍,0.5,38.1080405251365,127.990430398263
2015-04-28,13:58:00,2015-04-28,20:00:00,강원도 홍천군 화촌면,2.0,37.7710054077675,127.966895174076
2015-04-26,19:32:00,2015-04-26,23:25:00,강원도 강릉시 옥계면,0.2,37.6126632423991,129.0379307125
2015-04-26,12:30:00,2015-04-26,14:40:00,강원도 화천군 상서면,0.2,38.1578310622547,127.654248763255
2015-12-22,13:54:00,2015-12-22,14:30:00,강원도 강릉시 학동,0.01,37.7551365767369,128.93177368976
2015-12-19,20:04:00,2015-12-19,21:00:00,강원도 인제군 남면,0.01,37.9659219985446,128.08336017963
2015-12-16,13:40:00,2015-12-16,16:00:00,강원도 양양군 현남면,0.1,37.9692314024179,128.759480350041
2015-12-12,13:32:00,2015-12-12,15:10:00,강원도 횡성군 횡성읍,0.03,37.4923616641075,127.992604693778
2015-11-04,10:35:00,2015-11-04,14:00:00,강원도 인제군 상남면,0.2,37.8740813784961,128.259953575109
2015-11-02,16:35:00,2015-11-02,18:55:00,강원도 양구군 국토정중앙면,0.3,38.1084781281203,128.034570007438
2015-11-02,13:50:00,2015-11-02,15:00:00,강원도 강릉시 연곡면,0.03,37.8601061139786,128.836941450583
2015-11-01,16:40:00,2015-11-01,18:05:00,강원도 홍천군 내촌면,0.1,37.8163476368407,128.086739600183
2015-10-25,22:48:00,2015-10-26,02:55:00,강원도 평창군 진부면,0.1,37.6373898432815,128.553137969179
